小面	点	X坐标 (mm)	Y坐标 (mm)	Z坐标 (mm)	单元数	定向变形 (mm)
0	189	-9.1749	-60.002	91.643	573	2.2031e-002
0	203	-5.7331	-60.002	93.646	573	3.0433e-002
0	194	-8.2301	-60.002	94.492	573	2.6879e-002
1	382	23.987	-60.002	136.51	597	0.11977
1	383	24.097	-60.002	137.37	597	0.12078
1	378	23.626	-60.002	137.03	597	0.11993
2	362	21.427	-60.002	139.49	597	0.12019
2	378	23.626	-60.002	137.03	597	0.11993
2	383	24.097	-60.002	137.37	597	0.12078
2	385	24.368	-60.002	140.74	597	0.12465
3	137	-17.774	-60.002	144.12	611	8.0368e-002
3	138	-17.688	-60.002	143.98	611	8.0265e-002
3	136	-17.966	-60.002	143.93	611	7.9853e-002
4	114	-20.441	-60.002	144.6	611	7.79e-002
4	137	-17.774	-60.002	144.12	611	8.0368e-002
4	136	-17.966	-60.002	143.93	611	7.9853e-002
5	114	-20.441	-60.002	144.6	611	7.79e-002
5	136	-17.966	-60.002	143.93	611	7.9853e-002
5	92	-22.932	-60.002	142.97	611	7.2224e-002
6	114	-20.441	-60.002	144.6	611	7.79e-002
6	92	-22.932	-60.002	142.97	611	7.2224e-002
6	89	-23.386	-60.002	144.02	611	7.3274e-002
7	114	-20.441	-60.002	144.6	611	7.79e-002
7	89	-23.386	-60.002	144.02	611	7.3274e-002
7	110	-21.274	-60.002	146.07	611	7.9164e-002
8	114	-20.441	-60.002	144.6	611	7.79e-002
8	110	-21.274	-60.002	146.07	611	7.9164e-002
8	128	-19.315	-60.002	146.49	611	8.2211e-002
9	114	-20.441	-60.002	144.6	611	7.79e-002
9	128	-19.315	-60.002	146.49	611	8.2211e-002
9	137	-17.774	-60.002	144.12	611	8.0368e-002
10	89	-23.386	-60.002	144.02	611	7.3274e-002
10	92	-22.932	-60.002	142.97	611	7.2224e-002
10	77	-24.656	-60.002	142.62	611	6.9415e-002
11	110	-21.274	-60.002	146.07	611	7.9164e-002
11	120	-19.84	-60.002	147.3	611	8.2845e-002
11	128	-19.315	-60.002	146.49	611	8.2211e-002
12	260	6.6526	-60.002	147.08	613	0.113
12	264	7.0831	-60.002	147.03	613	0.11342
12	265	7.1368	-60.002	147.37	613	0.11392
13	290	10.85	-60.002	149.26	613	0.12034
13	295	11.279	-60.002	145.9	613	0.11661
13	264	7.0831	-60.002	147.03	613	0.11342
13	265	7.1368	-60.002	147.37	613	0.11392
14	481	33.471	-60.002	120.3	626	0.11291
14	462	31.738	-60.002	118.18	626	0.10885
14	460	31.64	-60.002	121.73	626	0.11235
15	481	33.471	-60.002	120.3	626	0.11291
15	460	31.64	-60.002	121.73	626	0.11235
15	485	33.658	-60.002	122.76	626	0.11559
16	481	33.471	-60.002	120.3	626	0.11291
16	485	33.658	-60.002	122.76	626	0.11559
16	497	34.994	-60.002	120.83	626	0.11511
17	481	33.471	-60.002	120.3	626	0.11291
17	497	34.994	-60.002	120.83	626	0.11511
17	498	35.008	-60.002	120.34	626	0.11464
18	481	33.471	-60.002	120.3	626	0.11291
18	498	35.008	-60.002	120.34	626	0.11464
18	488	33.791	-60.002	117.95	626	0.11092
19	481	33.471	-60.002	120.3	626	0.11291
19	488	33.791	-60.002	117.95	626	0.11092
19	462	31.738	-60.002	118.18	626	0.10885
20	504	36.918	-60.002	122.44	626	0.11879
20	506	36.999	-60.002	119.49	626	0.11599
20	498	35.008	-60.002	120.34	626	0.11464
20	497	34.994	-60.002	120.83	626	0.11511
21	503	36.749	-60.002	124.32	626	0.12047
21	485	33.658	-60.002	122.76	626	0.11559
21	497	34.994	-60.002	120.83	626	0.11511
21	504	36.918	-60.002	122.44	626	0.11879
22	505	36.934	-60.002	117.6	626	0.11408
22	488	33.791	-60.002	117.95	626	0.11092
22	498	35.008	-60.002	120.34	626	0.11464
22	506	36.999	-60.002	119.49	626	0.11599
23	452	31.053	-60.002	129.29	651	0.11959
23	464	31.83	-60.002	131.25	651	0.1224
23	471	32.59	-60.002	129.22	651	0.12108
