小面	点	X坐标 (mm)	Y坐标 (mm)	Z坐标 (mm)	单元数	定向变形 (mm)
0	256	-2.9777	-120.	149.89	577	0.10352
0	268	-1.0913	-120.	151.9	577	0.10359
0	252	-3.9312	-120.	151.58	577	0.10358
1	288	1.8045	-120.	154.98	577	0.1037
1	267	-1.1343	-120.	154.83	577	0.10369
1	276	-0.11815	-120.	152.95	577	0.10363
2	243	-5.3928	-120.	154.18	577	0.10366
2	248	-4.4252	-120.	152.47	577	0.1036
2	259	-2.4941	-120.	154.68	577	0.10368
3	261	-2.1991	-120.	153.07	577	0.10363
3	252	-3.9312	-120.	151.58	577	0.10358
3	268	-1.0913	-120.	151.9	577	0.10359
4	261	-2.1991	-120.	153.07	577	0.10363
4	268	-1.0913	-120.	151.9	577	0.10359
4	276	-0.11815	-120.	152.95	577	0.10363
5	261	-2.1991	-120.	153.07	577	0.10363
5	276	-0.11815	-120.	152.95	577	0.10363
5	267	-1.1343	-120.	154.83	577	0.10369
6	261	-2.1991	-120.	153.07	577	0.10363
6	267	-1.1343	-120.	154.83	577	0.10369
6	259	-2.4941	-120.	154.68	577	0.10368
7	261	-2.1991	-120.	153.07	577	0.10363
7	259	-2.4941	-120.	154.68	577	0.10368
7	248	-4.4252	-120.	152.47	577	0.1036
8	261	-2.1991	-120.	153.07	577	0.10363
8	248	-4.4252	-120.	152.47	577	0.1036
8	252	-3.9312	-120.	151.58	577	0.10358
9	526	31.866	-120.	131.46	610	0.1035
9	510	30.864	-120.	134.14	610	0.10344
9	479	29.242	-120.	133.19	610	0.10345
10	564	34.544	-120.	132.9	610	0.10347
10	550	33.344	-120.	135.59	610	0.10341
10	522	31.71	-120.	134.63	610	0.10343
11	541	32.873	-120.	132.56	610	0.10347
11	564	34.544	-120.	132.9	610	0.10347
11	522	31.71	-120.	134.63	610	0.10343
12	541	32.873	-120.	132.56	610	0.10347
12	522	31.71	-120.	134.63	610	0.10343
12	510	30.864	-120.	134.14	610	0.10344
13	541	32.873	-120.	132.56	610	0.10347
13	510	30.864	-120.	134.14	610	0.10344
13	526	31.866	-120.	131.46	610	0.1035
14	541	32.873	-120.	132.56	610	0.10347
14	526	31.866	-120.	131.46	610	0.1035
14	546	33.229	-120.	130.57	610	0.10353
15	541	32.873	-120.	132.56	610	0.10347
15	546	33.229	-120.	130.57	610	0.10353
15	567	35.024	-120.	131.62	610	0.1035
16	541	32.873	-120.	132.56	610	0.10347
16	567	35.024	-120.	131.62	610	0.1035
16	564	34.544	-120.	132.9	610	0.10347
17	572	35.883	-120.	128.81	610	0.10358
17	567	35.024	-120.	131.62	610	0.1035
17	546	33.229	-120.	130.57	610	0.10353
18	109	-23.556	-120.	106.6	619	0.10478
18	124	-22.151	-120.	106.97	619	0.10477
18	98	-24.934	-120.	108.56	619	0.10472
19	109	-23.556	-120.	106.6	619	0.10478
19	98	-24.934	-120.	108.56	619	0.10472
19	83	-25.781	-120.	108.08	619	0.10473
20	109	-23.556	-120.	106.6	619	0.10478
20	83	-25.781	-120.	108.08	619	0.10473
20	104	-24.368	-120.	105.63	619	0.1048
21	109	-23.556	-120.	106.6	619	0.10478
21	104	-24.368	-120.	105.63	619	0.1048
21	117	-22.763	-120.	104.8	619	0.10483
22	109	-23.556	-120.	106.6	619	0.10478
22	117	-22.763	-120.	104.8	619	0.10483
22	137	-21.34	-120.	105.57	619	0.10481
23	109	-23.556	-120.	106.6	619	0.10478
23	137	-21.34	-120.	105.57	619	0.10481
23	124	-22.151	-120.	106.97	619	0.10477
24	104	-24.368	-120.	105.63	619	0.1048
24	83	-25.781	-120.	108.08	619	0.10473
24	55	-27.388	-120.	107.17	619	0.10476
25	124	-22.151	-120.	106.97	619	0.10477
25	112	-23.336	-120.	109.46	619	0.10469
25	98	-24.934	-120.	108.56	619	0.10472
26	137	-21.34	-120.	105.57	619	0.10481
26	117	-22.763	-120.	104.8	619	0.10483
26	151	-19.781	-120.	103.3	619	0.10486
27	153	-19.369	-120.	98.573	622	0.1049
27	139	-21.019	-120.	97.611	622	0.1049
27	155	-18.865	-120.	95.735	622	0.10489
28	110	-23.545	-120.	96.143	622	0.1049
28	134	-21.451	-120.	94.077	622	0.10487
28	126	-21.878	-120.	97.108	622	0.1049
29	165	-18.085	-120.	91.387	622	0.10481
29	161	-18.611	-120.	94.262	622	0.10487
29	144	-20.419	-120.	93.178	622	0.10486
30	145	-20.374	-120.	95.329	622	0.10489
30	155	-18.865	-120.	95.735	622	0.10489
30	139	-21.019	-120.	97.611	622	0.1049
31	145	-20.374	-120.	95.329	622	0.10489
31	139	-21.019	-120.	97.611	622	0.1049
31	126	-21.878	-120.	97.108	622	0.1049
32	145	-20.374	-120.	95.329	622	0.10489
32	126	-21.878	-120.	97.108	622	0.1049
32	134	-21.451	-120.	94.077	622	0.10487
33	145	-20.374	-120.	95.329	622	0.10489
33	134	-21.451	-120.	94.077	622	0.10487
33	144	-20.419	-120.	93.178	622	0.10486
34	145	-20.374	-120.	95.329	622	0.10489
34	144	-20.419	-120.	93.178	622	0.10486
34	161	-18.611	-120.	94.262	622	0.10487
35	145	-20.374	-120.	95.329	622	0.10489
35	161	-18.611	-120.	94.262	622	0.10487
35	155	-18.865	-120.	95.735	622	0.10489
36	285	1.3031	-120.	89.681	635	0.10474
36	275	-0.15357	-120.	92.615	635	0.10486
36	300	4.2195	-120.	92.615	635	0.10485
37	80	-26.056	-120.	108.78	712	0.10471
37	97	-24.934	-120.	108.56	712	0.10472
37	82	-25.781	-120.	108.08	712	0.10473
38	43	-28.173	-120.	109.18	712	0.1047
38	23	-29.748	-120.	110.74	712	0.10464
38	7	-31.417	-120.	109.78	712	0.10467
39	43	-28.173	-120.	109.18	712	0.1047
39	7	-31.417	-120.	109.78	712	0.10467
39	55	-27.388	-120.	107.17	712	0.10476
40	43	-28.173	-120.	109.18	712	0.1047
40	55	-27.388	-120.	107.17	712	0.10476
40	82	-25.781	-120.	108.08	712	0.10473
41	43	-28.173	-120.	109.18	712	0.1047
41	82	-25.781	-120.	108.08	712	0.10473
41	80	-26.056	-120.	108.78	712	0.10471
42	43	-28.173	-120.	109.18	712	0.1047
42	80	-26.056	-120.	108.78	712	0.10471
42	36	-28.65	-120.	110.53	712	0.10465
43	43	-28.173	-120.	109.18	712	0.1047
43	36	-28.65	-120.	110.53	712	0.10465
43	23	-29.748	-120.	110.74	712	0.10464
44	32	-28.882	-120.	111.23	712	0.10462
44	36	-28.65	-120.	110.53	712	0.10465
44	23	-29.748	-120.	110.74	712	0.10464
45	68	-26.514	-120.	110.12	712	0.10467
45	61	-27.224	-120.	112.18	712	0.10459
45	112	-23.336	-120.	109.46	712	0.10469
46	68	-26.514	-120.	110.12	712	0.10467
46	112	-23.336	-120.	109.46	712	0.10469
46	97	-24.934	-120.	108.56	712	0.10472
47	68	-26.514	-120.	110.12	712	0.10467
47	97	-24.934	-120.	108.56	712	0.10472
47	80	-26.056	-120.	108.78	712	0.10471
48	68	-26.514	-120.	110.12	712	0.10467
48	80	-26.056	-120.	108.78	712	0.10471
48	36	-28.65	-120.	110.53	712	0.10465
49	68	-26.514	-120.	110.12	712	0.10467
49	36	-28.65	-120.	110.53	712	0.10465
49	32	-28.882	-120.	111.23	712	0.10462
50	68	-26.514	-120.	110.12	712	0.10467
50	32	-28.882	-120.	111.23	712	0.10462
50	61	-27.224	-120.	112.18	712	0.10459
51	241	-5.7764	-120.	90.758	716	0.10478
51	235	-6.5008	-120.	90.968	716	0.10479
51	237	-6.2516	-120.	91.919	716	0.10482
52	225	-8.3372	-120.	89.613	716	0.10474
52	223	-8.5933	-120.	88.683	716	0.1047
52	220	-9.0374	-120.	89.857	716	0.10474
53	227	-7.8565	-120.	91.427	716	0.1048
53	237	-6.2516	-120.	91.919	716	0.10482
53	231	-7.1082	-120.	94.093	716	0.10489
54	227	-7.8565	-120.	91.427	716	0.1048
54	231	-7.1082	-120.	94.093	716	0.10489
54	214	-9.904	-120.	92.112	716	0.10482
55	227	-7.8565	-120.	91.427	716	0.1048
55	214	-9.904	-120.	92.112	716	0.10482
55	220	-9.0374	-120.	89.857	716	0.10474
56	227	-7.8565	-120.	91.427	716	0.1048
56	220	-9.0374	-120.	89.857	716	0.10474
56	225	-8.3372	-120.	89.613	716	0.10474
57	227	-7.8565	-120.	91.427	716	0.1048
57	225	-8.3372	-120.	89.613	716	0.10474
57	235	-6.5008	-120.	90.968	716	0.10479
58	227	-7.8565	-120.	91.427	716	0.1048
58	235	-6.5008	-120.	90.968	716	0.10479
58	237	-6.2516	-120.	91.919	716	0.10482
59	232	-6.9679	-120.	89.165	716	0.10472
59	223	-8.5933	-120.	88.683	716	0.1047
59	228	-7.7041	-120.	86.405	716	0.10461
60	232	-6.9679	-120.	89.165	716	0.10472
60	228	-7.7041	-120.	86.405	716	0.10461
60	245	-4.8957	-120.	88.564	716	0.10469
61	232	-6.9679	-120.	89.165	716	0.10472
61	245	-4.8957	-120.	88.564	716	0.10469
61	241	-5.7764	-120.	90.758	716	0.10478
62	232	-6.9679	-120.	89.165	716	0.10472
62	241	-5.7764	-120.	90.758	716	0.10478
62	235	-6.5008	-120.	90.968	716	0.10479
63	232	-6.9679	-120.	89.165	716	0.10472
63	235	-6.5008	-120.	90.968	716	0.10479
63	225	-8.3372	-120.	89.613	716	0.10474
64	232	-6.9679	-120.	89.165	716	0.10472
64	225	-8.3372	-120.	89.613	716	0.10474
64	223	-8.5933	-120.	88.683	716	0.1047
65	177	-15.833	-120.	140.87	735	0.10348
65	169	-17.251	-120.	143.32	735	0.10347
65	197	-12.295	-120.	143.44	735	0.10345
66	1	-32.805	-120.	116.88	751	0.10439
66	0	-32.924	-120.	121.19	751	0.10419
66	16	-30.093	-120.	118.32	751	0.10432
67	226	-8.113	-120.	150.47	765	0.10354
67	218	-9.54	-120.	153.01	765	0.1036
67	243	-5.3928	-120.	154.18	765	0.10366
