小面	点	X坐标 (mm)	Y坐标 (mm)	Z坐标 (mm)	单元数	定向变形 (mm)
0	135	-5.0197	-90.002	146.51	580	6.2993e-002
0	129	-7.53	-90.002	149.49	580	6.2497e-002
0	149	-2.2115	-90.002	150.32	580	7.0014e-002
1	55	-22.885	-90.002	100.04	647	-2.0482e-003
1	63	-21.217	-90.002	102.2	647	2.07e-003
1	37	-25.28	-90.002	103.92	647	-1.6609e-003
1	39	-25.257	-90.002	101.82	647	-3.5257e-003
2	21	-27.703	-90.002	101.55	647	-6.9546e-003
2	44	-24.757	-90.002	97.566	647	-6.7074e-003
2	55	-22.885	-90.002	100.04	647	-2.0482e-003
2	39	-25.257	-90.002	101.82	647	-3.5257e-003
3	37	-25.28	-90.002	103.92	647	-1.6609e-003
3	10	-30.011	-90.002	105.94	647	-5.9933e-003
3	21	-27.703	-90.002	101.55	647	-6.9546e-003
3	39	-25.257	-90.002	101.82	647	-3.5257e-003
4	32	-26.312	-90.002	123.11	656	1.4394e-002
4	14	-29.112	-90.002	125.85	656	1.327e-002
4	8	-30.546	-90.002	123.5	656	9.2646e-003
4	12	-29.622	-90.002	120.92	656	8.1162e-003
5	4	-31.893	-90.002	128.58	656	1.216e-002
5	14	-29.112	-90.002	125.85	656	1.327e-002
5	8	-30.546	-90.002	123.5	656	9.2646e-003
5	2	-32.767	-90.002	123.7	656	6.5732e-003
6	2	-32.767	-90.002	123.7	656	6.5732e-003
6	0	-32.887	-90.002	118.75	656	1.9054e-003
6	12	-29.622	-90.002	120.92	656	8.1162e-003
6	8	-30.546	-90.002	123.5	656	9.2646e-003
7	165	2.7109	-90.002	153.59	662	7.9214e-002
7	169	3.6719	-90.002	154.9	662	8.1621e-002
7	163	2.0246	-90.002	154.99	662	7.9616e-002
8	48	-23.809	-90.002	110.63	699	6.3101e-003
8	18	-27.981	-90.002	114.05	699	3.9982e-003
8	23	-27.343	-90.002	116.6	699	7.1357e-003
8	40	-25.213	-90.002	116.27	699	9.6029e-003
9	5	-31.752	-90.002	117.17	699	1.9349e-003
9	18	-27.981	-90.002	114.05	699	3.9982e-003
9	23	-27.343	-90.002	116.6	699	7.1357e-003
9	17	-28.584	-90.002	119.37	699	8.0428e-003
10	36	-25.373	-90.002	121.58	699	1.4219e-002
10	40	-25.213	-90.002	116.27	699	9.6029e-003
10	23	-27.343	-90.002	116.6	699	7.1357e-003
10	17	-28.584	-90.002	119.37	699	8.0428e-003
11	310	35.46	-90.002	116.52	839	8.7534e-002
11	314	36.682	-90.002	115.48	839	8.8173e-002
11	315	36.909	-90.002	117.12	839	8.9905e-002
12	129	-7.53	-90.002	149.49	876	6.2497e-002
12	135	-5.0197	-90.002	146.51	876	6.2993e-002
12	130	-6.6575	-90.002	146.08	876	6.0521e-002
13	66	-21.126	-90.002	134.77	880	3.1711e-002
13	59	-22.444	-90.002	134.49	880	2.9761e-002
13	60	-22.067	-90.002	133.15	880	2.9028e-002
14	196	12.174	-90.002	92.983	911	3.702e-002
14	191	10.051	-90.002	89.339	911	3.1051e-002
14	189	9.2434	-90.002	90.571	911	3.1109e-002
14	194	11.136	-90.002	94.105	911	3.6685e-002
15	185	7.8012	-90.002	85.484	911	2.4724e-002
15	191	10.051	-90.002	89.339	911	3.1051e-002
15	189	9.2434	-90.002	90.571	911	3.1109e-002
15	180	7.202	-90.002	86.783	911	2.5107e-002
16	96	-14.944	-90.002	91.296	917	4.3672e-004
16	94	-16.021	-90.002	90.083	917	-2.0509e-003
