小面	点	X坐标 (mm)	Y坐标 (mm)	Z坐标 (mm)	单元数	定向变形 (mm)
0	256	-2.9777	-120.	149.89	577	0.10991
0	268	-1.0913	-120.	151.9	577	0.11039
0	252	-3.9312	-120.	151.58	577	0.11028
1	288	1.8045	-120.	154.98	577	0.11162
1	267	-1.1343	-120.	154.83	577	0.1113
1	276	-0.11815	-120.	152.95	577	0.11074
2	243	-5.3928	-120.	154.18	577	0.11075
2	248	-4.4252	-120.	152.47	577	0.11045
2	259	-2.4941	-120.	154.68	577	0.11114
3	261	-2.1991	-120.	153.07	577	0.1107
3	252	-3.9312	-120.	151.58	577	0.11028
3	268	-1.0913	-120.	151.9	577	0.11039
4	261	-2.1991	-120.	153.07	577	0.1107
4	268	-1.0913	-120.	151.9	577	0.11039
4	276	-0.11815	-120.	152.95	577	0.11074
5	261	-2.1991	-120.	153.07	577	0.1107
5	276	-0.11815	-120.	152.95	577	0.11074
5	267	-1.1343	-120.	154.83	577	0.1113
6	261	-2.1991	-120.	153.07	577	0.1107
6	267	-1.1343	-120.	154.83	577	0.1113
6	259	-2.4941	-120.	154.68	577	0.11114
7	261	-2.1991	-120.	153.07	577	0.1107
7	259	-2.4941	-120.	154.68	577	0.11114
7	248	-4.4252	-120.	152.47	577	0.11045
8	261	-2.1991	-120.	153.07	577	0.1107
8	248	-4.4252	-120.	152.47	577	0.11045
8	252	-3.9312	-120.	151.58	577	0.11028
9	526	31.866	-120.	131.46	610	0.10219
9	510	30.864	-120.	134.14	610	0.10241
9	479	29.242	-120.	133.19	610	0.10228
10	564	34.544	-120.	132.9	610	0.10233
10	550	33.344	-120.	135.59	610	0.10268
10	522	31.71	-120.	134.63	610	0.10249
11	541	32.873	-120.	132.56	610	0.10227
11	564	34.544	-120.	132.9	610	0.10233
11	522	31.71	-120.	134.63	610	0.10249
12	541	32.873	-120.	132.56	610	0.10227
12	522	31.71	-120.	134.63	610	0.10249
12	510	30.864	-120.	134.14	610	0.10241
13	541	32.873	-120.	132.56	610	0.10227
13	510	30.864	-120.	134.14	610	0.10241
13	526	31.866	-120.	131.46	610	0.10219
14	541	32.873	-120.	132.56	610	0.10227
14	526	31.866	-120.	131.46	610	0.10219
14	546	33.229	-120.	130.57	610	0.1022
15	541	32.873	-120.	132.56	610	0.10227
15	546	33.229	-120.	130.57	610	0.1022
15	567	35.024	-120.	131.62	610	0.10226
16	541	32.873	-120.	132.56	610	0.10227
16	567	35.024	-120.	131.62	610	0.10226
16	564	34.544	-120.	132.9	610	0.10233
17	572	35.883	-120.	128.81	610	0.10235
17	567	35.024	-120.	131.62	610	0.10226
17	546	33.229	-120.	130.57	610	0.1022
18	109	-23.556	-120.	106.6	619	0.12822
18	124	-22.151	-120.	106.97	619	0.12823
18	98	-24.934	-120.	108.56	619	0.12831
19	109	-23.556	-120.	106.6	619	0.12822
19	98	-24.934	-120.	108.56	619	0.12831
19	83	-25.781	-120.	108.08	619	0.12831
20	109	-23.556	-120.	106.6	619	0.12822
20	83	-25.781	-120.	108.08	619	0.12831
20	104	-24.368	-120.	105.63	619	0.12812
21	109	-23.556	-120.	106.6	619	0.12822
21	104	-24.368	-120.	105.63	619	0.12812
21	117	-22.763	-120.	104.8	619	0.128
22	109	-23.556	-120.	106.6	619	0.12822
22	117	-22.763	-120.	104.8	619	0.128
22	137	-21.34	-120.	105.57	619	0.1281
23	109	-23.556	-120.	106.6	619	0.12822
23	137	-21.34	-120.	105.57	619	0.1281
23	124	-22.151	-120.	106.97	619	0.12823
