小面	点	X坐标 (mm)	Y坐标 (mm)	Z坐标 (mm)	单元数	定向变形 (mm)
0	256	-2.9777	-120.	149.89	577	0.10335
0	268	-1.0913	-120.	151.9	577	0.10342
0	252	-3.9312	-120.	151.58	577	0.10341
1	288	1.8045	-120.	154.98	577	0.10353
1	267	-1.1343	-120.	154.83	577	0.10352
1	276	-0.11815	-120.	152.95	577	0.10346
2	243	-5.3928	-120.	154.18	577	0.10349
2	248	-4.4252	-120.	152.47	577	0.10344
2	259	-2.4941	-120.	154.68	577	0.10351
3	261	-2.1991	-120.	153.07	577	0.10346
3	252	-3.9312	-120.	151.58	577	0.10341
3	268	-1.0913	-120.	151.9	577	0.10342
4	261	-2.1991	-120.	153.07	577	0.10346
4	268	-1.0913	-120.	151.9	577	0.10342
4	276	-0.11815	-120.	152.95	577	0.10346
5	261	-2.1991	-120.	153.07	577	0.10346
5	276	-0.11815	-120.	152.95	577	0.10346
5	267	-1.1343	-120.	154.83	577	0.10352
6	261	-2.1991	-120.	153.07	577	0.10346
6	267	-1.1343	-120.	154.83	577	0.10352
6	259	-2.4941	-120.	154.68	577	0.10351
7	261	-2.1991	-120.	153.07	577	0.10346
7	259	-2.4941	-120.	154.68	577	0.10351
7	248	-4.4252	-120.	152.47	577	0.10344
8	261	-2.1991	-120.	153.07	577	0.10346
8	248	-4.4252	-120.	152.47	577	0.10344
8	252	-3.9312	-120.	151.58	577	0.10341
9	526	31.866	-120.	131.46	610	0.10333
9	510	30.864	-120.	134.14	610	0.10327
9	479	29.242	-120.	133.19	610	0.10328
10	564	34.544	-120.	132.9	610	0.1033
10	550	33.344	-120.	135.59	610	0.10324
10	522	31.71	-120.	134.63	610	0.10326
11	541	32.873	-120.	132.56	610	0.1033
11	564	34.544	-120.	132.9	610	0.1033
11	522	31.71	-120.	134.63	610	0.10326
12	541	32.873	-120.	132.56	610	0.1033
12	522	31.71	-120.	134.63	610	0.10326
12	510	30.864	-120.	134.14	610	0.10327
13	541	32.873	-120.	132.56	610	0.1033
13	510	30.864	-120.	134.14	610	0.10327
13	526	31.866	-120.	131.46	610	0.10333
14	541	32.873	-120.	132.56	610	0.1033
