小面	点	X坐标 (mm)	Y坐标 (mm)	Z坐标 (mm)	单元数	定向变形 (mm)
0	256	-2.9777	-120.	149.89	577	0.11472
0	268	-1.0913	-120.	151.9	577	0.11507
0	252	-3.9312	-120.	151.58	577	0.11498
1	288	1.8045	-120.	154.98	577	0.11596
1	267	-1.1343	-120.	154.83	577	0.11573
1	276	-0.11815	-120.	152.95	577	0.11533
2	243	-5.3928	-120.	154.18	577	0.11533
2	248	-4.4252	-120.	152.47	577	0.11511
2	259	-2.4941	-120.	154.68	577	0.11562
3	261	-2.1991	-120.	153.07	577	0.11529
3	252	-3.9312	-120.	151.58	577	0.11498
3	268	-1.0913	-120.	151.9	577	0.11507
4	261	-2.1991	-120.	153.07	577	0.11529
4	268	-1.0913	-120.	151.9	577	0.11507
4	276	-0.11815	-120.	152.95	577	0.11533
5	261	-2.1991	-120.	153.07	577	0.11529
5	276	-0.11815	-120.	152.95	577	0.11533
5	267	-1.1343	-120.	154.83	577	0.11573
6	261	-2.1991	-120.	153.07	577	0.11529
6	267	-1.1343	-120.	154.83	577	0.11573
6	259	-2.4941	-120.	154.68	577	0.11562
7	261	-2.1991	-120.	153.07	577	0.11529
7	259	-2.4941	-120.	154.68	577	0.11562
7	248	-4.4252	-120.	152.47	577	0.11511
8	261	-2.1991	-120.	153.07	577	0.11529
8	248	-4.4252	-120.	152.47	577	0.11511
8	252	-3.9312	-120.	151.58	577	0.11498
9	526	31.866	-120.	131.46	610	0.10909
9	510	30.864	-120.	134.14	610	0.10925
9	479	29.242	-120.	133.19	610	0.10916
10	564	34.544	-120.	132.9	610	0.10919
10	550	33.344	-120.	135.59	610	0.10945
10	522	31.71	-120.	134.63	610	0.10932
11	541	32.873	-120.	132.56	610	0.10915
11	564	34.544	-120.	132.9	610	0.10919
11	522	31.71	-120.	134.63	610	0.10932
12	541	32.873	-120.	132.56	610	0.10915
12	522	31.71	-120.	134.63	610	0.10932
12	510	30.864	-120.	134.14	610	0.10925
13	541	32.873	-120.	132.56	610	0.10915
13	510	30.864	-120.	134.14	610	0.10925
13	526	31.866	-120.	131.46	610	0.10909
14	541	32.873	-120.	132.56	610	0.10915
14	526	31.866	-120.	131.46	610	0.10909
14	546	33.229	-120.	130.57	610	0.10909
15	541	32.873	-120.	132.56	610	0.10915
15	546	33.229	-120.	130.57	610	0.10909
15	567	35.024	-120.	131.62	610	0.10914
16	541	32.873	-120.	132.56	610	0.10915
16	567	35.024	-120.	131.62	610	0.10914
16	564	34.544	-120.	132.9	610	0.10919
17	572	35.883	-120.	128.81	610	0.10919
17	567	35.024	-120.	131.62	610	0.10914
17	546	33.229	-120.	130.57	610	0.10909
18	109	-23.556	-120.	106.6	619	0.128
18	124	-22.151	-120.	106.97	619	0.128
18	98	-24.934	-120.	108.56	619	0.12804
19	109	-23.556	-120.	106.6	619	0.128
19	98	-24.934	-120.	108.56	619	0.12804
19	83	-25.781	-120.	108.08	619	0.12805
20	109	-23.556	-120.	106.6	619	0.128
20	83	-25.781	-120.	108.08	619	0.12805
20	104	-24.368	-120.	105.63	619	0.12793
21	109	-23.556	-120.	106.6	619	0.128
21	104	-24.368	-120.	105.63	619	0.12793
21	117	-22.763	-120.	104.8	619	0.12785
22	109	-23.556	-120.	106.6	619	0.128
22	117	-22.763	-120.	104.8	619	0.12785
22	137	-21.34	-120.	105.57	619	0.12792
23	109	-23.556	-120.	106.6	619	0.128
23	137	-21.34	-120.	105.57	619	0.12792
23	124	-22.151	-120.	106.97	619	0.128
24	104	-24.368	-120.	105.63	619	0.12793
24	83	-25.781	-120.	108.08	619	0.12805
24	55	-27.388	-120.	107.17	619	0.12802
25	124	-22.151	-120.	106.97	619	0.128
25	112	-23.336	-120.	109.46	619	0.12799
25	98	-24.934	-120.	108.56	619	0.12804
26	137	-21.34	-120.	105.57	619	0.12792
26	117	-22.763	-120.	104.8	619	0.12785
26	151	-19.781	-120.	103.3	619	0.12764
27	153	-19.369	-120.	98.573	622	0.12641
27	139	-21.019	-120.	97.611	622	0.1261
27	155	-18.865	-120.	95.735	622	0.12536
28	110	-23.545	-120.	96.143	622	0.12559
28	134	-21.451	-120.	94.077	622	0.12472
28	126	-21.878	-120.	97.108	622	0.12592
29	165	-18.085	-120.	91.387	622	0.12345
29	161	-18.611	-120.	94.262	622	0.12476
29	144	-20.419	-120.	93.178	622	0.12432
30	145	-20.374	-120.	95.329	622	0.12522
30	155	-18.865	-120.	95.735	622	0.12536
30	139	-21.019	-120.	97.611	622	0.1261
31	145	-20.374	-120.	95.329	622	0.12522
31	139	-21.019	-120.	97.611	622	0.1261
31	126	-21.878	-120.	97.108	622	0.12592
32	145	-20.374	-120.	95.329	622	0.12522
32	126	-21.878	-120.	97.108	622	0.12592
32	134	-21.451	-120.	94.077	622	0.12472
33	145	-20.374	-120.	95.329	622	0.12522
33	134	-21.451	-120.	94.077	622	0.12472
33	144	-20.419	-120.	93.178	622	0.12432
34	145	-20.374	-120.	95.329	622	0.12522
34	144	-20.419	-120.	93.178	622	0.12432
34	161	-18.611	-120.	94.262	622	0.12476
35	145	-20.374	-120.	95.329	622	0.12522
35	161	-18.611	-120.	94.262	622	0.12476
35	155	-18.865	-120.	95.735	622	0.12536
36	285	1.3031	-120.	89.681	635	0.12236
36	275	-0.15357	-120.	92.615	635	0.12344
36	300	4.2195	-120.	92.615	635	0.12293
37	80	-26.056	-120.	108.78	712	0.12805
37	97	-24.934	-120.	108.56	712	0.12804
37	82	-25.781	-120.	108.08	712	0.12805
38	43	-28.173	-120.	109.18	712	0.12803
38	23	-29.748	-120.	110.74	712	0.12794
38	7	-31.417	-120.	109.78	712	0.12796
39	43	-28.173	-120.	109.18	712	0.12803
39	7	-31.417	-120.	109.78	712	0.12796
39	55	-27.388	-120.	107.17	712	0.12802
40	43	-28.173	-120.	109.18	712	0.12803
40	55	-27.388	-120.	107.17	712	0.12802
40	82	-25.781	-120.	108.08	712	0.12805
41	43	-28.173	-120.	109.18	712	0.12803
41	82	-25.781	-120.	108.08	712	0.12805
41	80	-26.056	-120.	108.78	712	0.12805
42	43	-28.173	-120.	109.18	712	0.12803
42	80	-26.056	-120.	108.78	712	0.12805
42	36	-28.65	-120.	110.53	712	0.12796
43	43	-28.173	-120.	109.18	712	0.12803
43	36	-28.65	-120.	110.53	712	0.12796
43	23	-29.748	-120.	110.74	712	0.12794
44	32	-28.882	-120.	111.23	712	0.12791
44	36	-28.65	-120.	110.53	712	0.12796
44	23	-29.748	-120.	110.74	712	0.12794
45	68	-26.514	-120.	110.12	712	0.128
45	61	-27.224	-120.	112.18	712	0.12781
45	112	-23.336	-120.	109.46	712	0.12799
46	68	-26.514	-120.	110.12	712	0.128
46	112	-23.336	-120.	109.46	712	0.12799
46	97	-24.934	-120.	108.56	712	0.12804
47	68	-26.514	-120.	110.12	712	0.128
47	97	-24.934	-120.	108.56	712	0.12804
47	80	-26.056	-120.	108.78	712	0.12805
48	68	-26.514	-120.	110.12	712	0.128
48	80	-26.056	-120.	108.78	712	0.12805
48	36	-28.65	-120.	110.53	712	0.12796
49	68	-26.514	-120.	110.12	712	0.128
49	36	-28.65	-120.	110.53	712	0.12796
49	32	-28.882	-120.	111.23	712	0.12791
50	68	-26.514	-120.	110.12	712	0.128
50	32	-28.882	-120.	111.23	712	0.12791
50	61	-27.224	-120.	112.18	712	0.12781
51	241	-5.7764	-120.	90.758	716	0.12299
51	235	-6.5008	-120.	90.968	716	0.1231
51	237	-6.2516	-120.	91.919	716	0.12353
52	225	-8.3372	-120.	89.613	716	0.12249
52	223	-8.5933	-120.	88.683	716	0.12207
52	220	-9.0374	-120.	89.857	716	0.12261
53	227	-7.8565	-120.	91.427	716	0.12333
53	237	-6.2516	-120.	91.919	716	0.12353
53	231	-7.1082	-120.	94.093	716	0.12456
54	227	-7.8565	-120.	91.427	716	0.12333
54	231	-7.1082	-120.	94.093	716	0.12456
54	214	-9.904	-120.	92.112	716	0.12368
55	227	-7.8565	-120.	91.427	716	0.12333
55	214	-9.904	-120.	92.112	716	0.12368
55	220	-9.0374	-120.	89.857	716	0.12261
56	227	-7.8565	-120.	91.427	716	0.12333
56	220	-9.0374	-120.	89.857	716	0.12261
56	225	-8.3372	-120.	89.613	716	0.12249
57	227	-7.8565	-120.	91.427	716	0.12333
57	225	-8.3372	-120.	89.613	716	0.12249
57	235	-6.5008	-120.	90.968	716	0.1231
58	227	-7.8565	-120.	91.427	716	0.12333
58	235	-6.5008	-120.	90.968	716	0.1231
58	237	-6.2516	-120.	91.919	716	0.12353
59	232	-6.9679	-120.	89.165	716	0.12229
59	223	-8.5933	-120.	88.683	716	0.12207
59	228	-7.7041	-120.	86.405	716	0.12106
60	232	-6.9679	-120.	89.165	716	0.12229
60	228	-7.7041	-120.	86.405	716	0.12106
60	245	-4.8957	-120.	88.564	716	0.12202
61	232	-6.9679	-120.	89.165	716	0.12229
61	245	-4.8957	-120.	88.564	716	0.12202
61	241	-5.7764	-120.	90.758	716	0.12299
62	232	-6.9679	-120.	89.165	716	0.12229
62	241	-5.7764	-120.	90.758	716	0.12299
62	235	-6.5008	-120.	90.968	716	0.1231
63	232	-6.9679	-120.	89.165	716	0.12229
63	235	-6.5008	-120.	90.968	716	0.1231
63	225	-8.3372	-120.	89.613	716	0.12249
64	232	-6.9679	-120.	89.165	716	0.12229
64	225	-8.3372	-120.	89.613	716	0.12249
64	223	-8.5933	-120.	88.683	716	0.12207
65	177	-15.833	-120.	140.87	735	0.11669
65	169	-17.251	-120.	143.32	735	0.11595
65	197	-12.295	-120.	143.44	735	0.11566
66	1	-32.805	-120.	116.88	751	0.12683
66	0	-32.924	-120.	121.19	751	0.12551
66	16	-30.093	-120.	118.32	751	0.1265
67	226	-8.113	-120.	150.47	765	0.11484
67	218	-9.54	-120.	153.01	765	0.11491
67	243	-5.3928	-120.	154.18	765	0.11533
68	250	-4.0658	-120.	91.691	802	0.12335
68	263	-2.0045	-120.	91.016	802	0.12296
68	257	-2.8829	-120.	92.974	802	0.12382
69	250	-4.0658	-120.	91.691	802	0.12335
69	257	-2.8829	-120.	92.974	802	0.12382
69	247	-4.4686	-120.	93.311	802	0.12407
70	250	-4.0658	-120.	91.691	802	0.12335
70	247	-4.4686	-120.	93.311	802	0.12407
70	238	-6.2516	-120.	91.919	802	0.12353
71	250	-4.0658	-120.	91.691	802	0.12335
71	238	-6.2516	-120.	91.919	802	0.12353
71	242	-5.7764	-120.	90.758	802	0.12299
72	250	-4.0658	-120.	91.691	802	0.12335
72	242	-5.7764	-120.	90.758	802	0.12299
72	254	-3.011	-120.	90.17	802	0.12267
73	250	-4.0658	-120.	91.691	802	0.12335
73	254	-3.011	-120.	90.17	802	0.12267
73	263	-2.0045	-120.	91.016	802	0.12296
74	238	-6.2516	-120.	91.919	802	0.12353
74	247	-4.4686	-120.	93.311	802	0.12407
74	231	-7.1082	-120.	94.093	802	0.12456
75	263	-2.0045	-120.	91.016	802	0.12296
75	275	-0.15357	-120.	92.615	802	0.12344
75	257	-2.8829	-120.	92.974	802	0.12382
76	254	-3.011	-120.	90.17	802	0.12267
76	242	-5.7764	-120.	90.758	802	0.12299
76	245	-4.8957	-120.	88.564	802	0.12202
77	353	12.589	-120.	91.638	810	0.12208
77	343	11.174	-120.	94.093	810	0.12209
77	365	15.169	-120.	95.872	810	0.12136
78	427	22.928	-120.	139.99	840	0.11039
78	413	21.536	-120.	141.87	840	0.11097
78	420	21.895	-120.	138.97	840	0.1101
79	427	22.928	-120.	139.99	840	0.11039
79	420	21.895	-120.	138.97	840	0.1101
79	429	22.98	-120.	137.77	840	0.10982
80	427	22.928	-120.	139.99	840	0.11039
80	429	22.98	-120.	137.77	840	0.10982
80	437	24.441	-120.	138.64	840	0.11005
81	427	22.928	-120.	139.99	840	0.11039
81	437	24.441	-120.	138.64	840	0.11005
81	435	24.303	-120.	140.3	840	0.11049
82	427	22.928	-120.	139.99	840	0.11039
82	435	24.303	-120.	140.3	840	0.11049
82	424	22.411	-120.	142.4	840	0.11115
83	427	22.928	-120.	139.99	840	0.11039
83	424	22.411	-120.	142.4	840	0.11115
83	413	21.536	-120.	141.87	840	0.11097
84	437	24.441	-120.	138.64	840	0.11005
84	429	22.98	-120.	137.77	840	0.10982
84	439	24.656	-120.	135.59	840	0.10942
85	413	21.536	-120.	141.87	840	0.11097
85	399	19.899	-120.	140.87	840	0.11061
85	420	21.895	-120.	138.97	840	0.1101
86	424	22.411	-120.	142.4	840	0.11115
86	435	24.303	-120.	140.3	840	0.11049
86	434	24.064	-120.	143.4	840	0.1115
87	240	-5.7995	-120.	146.33	842	0.11461
87	256	-2.9777	-120.	149.89	842	0.11472
87	265	-1.522	-120.	147.24	842	0.11417
88	35	-28.656	-120.	129.72	857	0.12194
88	6	-31.929	-120.	128.36	857	0.12257
88	10	-30.643	-120.	132.48	857	0.12064
89	152	-19.63	-120.	147.46	858	0.11491
89	175	-16.089	-120.	149.92	858	0.11465
89	181	-14.63	-120.	147.4	858	0.11501
90	214	-9.904	-120.	92.112	861	0.12368
90	206	-11.103	-120.	95.872	861	0.12543
90	231	-7.1082	-120.	94.093	861	0.12456
91	56	-27.376	-120.	127.13	865	0.12313
91	63	-27.196	-120.	127.86	865	0.12279
91	70	-26.429	-120.	126.87	865	0.12323
92	31	-29.171	-120.	127.62	865	0.12291
92	6	-31.929	-120.	128.36	865	0.12257
92	35	-28.656	-120.	129.72	865	0.12194
93	31	-29.171	-120.	127.62	865	0.12291
93	35	-28.656	-120.	129.72	865	0.12194
93	63	-27.196	-120.	127.86	865	0.12279
94	31	-29.171	-120.	127.62	865	0.12291
94	63	-27.196	-120.	127.86	865	0.12279
94	56	-27.376	-120.	127.13	865	0.12313
95	31	-29.171	-120.	127.62	865	0.12291
95	56	-27.376	-120.	127.13	865	0.12313
95	28	-29.468	-120.	126.21	865	0.12354
96	31	-29.171	-120.	127.62	865	0.12291
96	28	-29.468	-120.	126.21	865	0.12354
96	15	-30.401	-120.	126.46	865	0.12343
97	31	-29.171	-120.	127.62	865	0.12291
97	15	-30.401	-120.	126.46	865	0.12343
97	6	-31.929	-120.	128.36	865	0.12257
98	52	-27.657	-120.	125.72	865	0.12374
98	44	-28.087	-120.	123.61	865	0.12464
98	96	-24.974	-120.	125.04	865	0.124
99	52	-27.657	-120.	125.72	865	0.12374
99	96	-24.974	-120.	125.04	865	0.124
99	70	-26.429	-120.	126.87	865	0.12323
100	52	-27.657	-120.	125.72	865	0.12374
100	70	-26.429	-120.	126.87	865	0.12323
100	56	-27.376	-120.	127.13	865	0.12313
101	52	-27.657	-120.	125.72	865	0.12374
101	56	-27.376	-120.	127.13	865	0.12313
101	28	-29.468	-120.	126.21	865	0.12354
102	52	-27.657	-120.	125.72	865	0.12374
102	28	-29.468	-120.	126.21	865	0.12354
102	25	-29.607	-120.	125.48	865	0.12385
103	52	-27.657	-120.	125.72	865	0.12374
103	25	-29.607	-120.	125.48	865	0.12385
103	44	-28.087	-120.	123.61	865	0.12464
104	28	-29.468	-120.	126.21	865	0.12354
104	25	-29.607	-120.	125.48	865	0.12385
104	15	-30.401	-120.	126.46	865	0.12343
105	44	-28.087	-120.	123.61	867	0.12464
105	24	-29.607	-120.	125.48	867	0.12385
105	19	-29.999	-120.	122.65	867	0.12502
106	6	-31.929	-120.	128.36	867	0.12257
