小面	点	X坐标 (mm)	Y坐标 (mm)	Z坐标 (mm)	单元数	定向变形 (mm)
0	135	-5.0197	-90.002	146.51	580	-1.0912e-014
0	129	-7.53	-90.002	149.49	580	-1.116e-014
0	149	-2.2115	-90.002	150.32	580	-1.1238e-014
1	55	-22.885	-90.002	100.04	647	-8.4126e-015
1	63	-21.217	-90.002	102.2	647	-8.4692e-015
1	37	-25.28	-90.002	103.92	647	-8.5005e-015
1	39	-25.257	-90.002	101.82	647	-8.4527e-015
2	21	-27.703	-90.002	101.55	647	-8.4423e-015
2	44	-24.757	-90.002	97.566	647	-8.3399e-015
2	55	-22.885	-90.002	100.04	647	-8.4126e-015
2	39	-25.257	-90.002	101.82	647	-8.4527e-015
3	37	-25.28	-90.002	103.92	647	-8.5005e-015
3	10	-30.011	-90.002	105.94	647	-8.5376e-015
3	21	-27.703	-90.002	101.55	647	-8.4423e-015
3	39	-25.257	-90.002	101.82	647	-8.4527e-015
4	32	-26.312	-90.002	123.11	656	-9.0992e-015
4	14	-29.112	-90.002	125.85	656	-9.2464e-015
4	8	-30.546	-90.002	123.5	656	-9.1198e-015
4	12	-29.622	-90.002	120.92	656	-8.9931e-015
5	4	-31.893	-90.002	128.58	656	-9.4212e-015
5	14	-29.112	-90.002	125.85	656	-9.2464e-015
5	8	-30.546	-90.002	123.5	656	-9.1198e-015
5	2	-32.767	-90.002	123.7	656	-9.1372e-015
6	2	-32.767	-90.002	123.7	656	-9.1372e-015
6	0	-32.887	-90.002	118.75	656	-8.9075e-015
6	12	-29.622	-90.002	120.92	656	-8.9931e-015
6	8	-30.546	-90.002	123.5	656	-9.1198e-015
7	165	2.7109	-90.002	153.59	662	-1.1489e-014
7	169	3.6719	-90.002	154.9	662	-1.1583e-014
7	163	2.0246	-90.002	154.99	662	-1.1595e-014
8	48	-23.809	-90.002	110.63	699	-8.652e-015
8	18	-27.981	-90.002	114.05	699	-8.739e-015
8	23	-27.343	-90.002	116.6	699	-8.822e-015
8	40	-25.213	-90.002	116.27	699	-8.8152e-015
9	5	-31.752	-90.002	117.17	699	-8.8442e-015
9	18	-27.981	-90.002	114.05	699	-8.739e-015
9	23	-27.343	-90.002	116.6	699	-8.822e-015
9	17	-28.584	-90.002	119.37	699	-8.926e-015
10	36	-25.373	-90.002	121.58	699	-9.0289e-015
10	40	-25.213	-90.002	116.27	699	-8.8152e-015
10	23	-27.343	-90.002	116.6	699	-8.822e-015
10	17	-28.584	-90.002	119.37	699	-8.926e-015
11	310	35.46	-90.002	116.52	839	-9.8523e-015
11	314	36.682	-90.002	115.48	839	-9.8047e-015
11	315	36.909	-90.002	117.12	839	-9.8756e-015
12	129	-7.53	-90.002	149.49	876	-1.116e-014
12	135	-5.0197	-90.002	146.51	876	-1.0912e-014
12	130	-6.6575	-90.002	146.08	876	-1.0867e-014
13	66	-21.126	-90.002	134.77	880	-9.8604e-015
13	59	-22.444	-90.002	134.49	880	-9.8375e-015
13	60	-22.067	-90.002	133.15	880	-9.7357e-015
14	196	12.174	-90.002	92.983	911	-8.3265e-015
14	191	10.051	-90.002	89.339	911	-7.976e-015
14	189	9.2434	-90.002	90.571	911	-8.0943e-015
14	194	11.136	-90.002	94.105	911	-8.4347e-015
15	185	7.8012	-90.002	85.484	911	-7.6097e-015
15	191	10.051	-90.002	89.339	911	-7.976e-015
15	189	9.2434	-90.002	90.571	911	-8.0943e-015
15	180	7.202	-90.002	86.783	911	-7.7335e-015
16	96	-14.944	-90.002	91.296	917	-8.0905e-015
16	94	-16.021	-90.002	90.083	917	-8.0282e-015
16	101	-14.615	-90.002	89.219	917	-7.9725e-015
17	159	0.73719	-90.002	90.924	937	-8.107e-015
17	168	3.3289	-90.002	88.209	937	-7.8691e-015
17	170	4.8072	-90.002	89.82	937	-8.0185e-015
17	164	2.6704	-90.002	92.534	937	-8.2599e-015
18	173	6.1614	-90.002	85.302	937	-7.5976e-015
18	168	3.3289	-90.002	88.209	937	-7.8691e-015
18	170	4.8072	-90.002	89.82	937	-8.0185e-015
18	180	7.202	-90.002	86.783	937	-7.7335e-015
19	173	6.1614	-90.002	85.302	969	-7.5976e-015
19	185	7.8012	-90.002	85.484	969	-7.6097e-015
19	180	7.202	-90.002	86.783	969	-7.7335e-015
20	255	26.603	-90.002	95.154	990	-8.5213e-015
20	266	27.785	-90.002	96.305	990	-8.6193e-015
20	252	25.972	-90.002	96.176	990	-8.6063e-015
21	251	25.873	-90.002	133.71	1005	-1.0496e-014
21	254	26.449	-90.002	134.72	1005	-1.0534e-014
21	249	25.239	-90.002	134.65	1005	-1.0531e-014
22	97	-14.844	-90.002	142.26	1039	-1.0502e-014
22	100	-14.667	-90.002	141.83	1039	-1.0464e-014
22	104	-14.262	-90.002	142.14	1039	-1.0492e-014
