小面	点	X坐标 (mm)	Y坐标 (mm)	Z坐标 (mm)	单元数	定向变形 (mm)
0	256	-2.9777	-120.	149.89	3241	8.7253e-002
0	268	-1.0913	-120.	151.9	3241	9.2112e-002
0	252	-3.9312	-120.	151.58	3241	8.7864e-002
1	288	1.8045	-120.	154.98	3241	9.9538e-002
1	267	-1.1343	-120.	154.83	3241	9.5364e-002
1	276	-0.11815	-120.	152.95	3241	9.4626e-002
2	243	-5.3928	-120.	154.18	3241	8.8797e-002
2	248	-4.4252	-120.	152.47	3241	8.8189e-002
2	259	-2.4941	-120.	154.68	3241	9.3335e-002
3	261	-2.1991	-120.	153.07	3241	9.1917e-002
3	252	-3.9312	-120.	151.58	3241	8.7864e-002
3	268	-1.0913	-120.	151.9	3241	9.2112e-002
4	261	-2.1991	-120.	153.07	3241	9.1917e-002
4	268	-1.0913	-120.	151.9	3241	9.2112e-002
4	276	-0.11815	-120.	152.95	3241	9.4626e-002
5	261	-2.1991	-120.	153.07	3241	9.1917e-002
5	276	-0.11815	-120.	152.95	3241	9.4626e-002
5	267	-1.1343	-120.	154.83	3241	9.5364e-002
6	261	-2.1991	-120.	153.07	3241	9.1917e-002
6	267	-1.1343	-120.	154.83	3241	9.5364e-002
6	259	-2.4941	-120.	154.68	3241	9.3335e-002
7	261	-2.1991	-120.	153.07	3241	9.1917e-002
7	259	-2.4941	-120.	154.68	3241	9.3335e-002
7	248	-4.4252	-120.	152.47	3241	8.8189e-002
8	261	-2.1991	-120.	153.07	3241	9.1917e-002
8	248	-4.4252	-120.	152.47	3241	8.8189e-002
8	252	-3.9312	-120.	151.58	3241	8.7864e-002
9	526	31.866	-120.	131.46	3274	0.1149
9	510	30.864	-120.	134.14	3274	0.11638
9	479	29.242	-120.	133.19	3274	0.1132
10	564	34.544	-120.	132.9	3274	0.12002
10	550	33.344	-120.	135.59	3274	0.12125
10	522	31.71	-120.	134.63	3274	0.11804
11	541	32.873	-120.	132.56	3274	0.11741
11	564	34.544	-120.	132.9	3274	0.12002
11	522	31.71	-120.	134.63	3274	0.11804
12	541	32.873	-120.	132.56	3274	0.11741
12	522	31.71	-120.	134.63	3274	0.11804
12	510	30.864	-120.	134.14	3274	0.11638
13	541	32.873	-120.	132.56	3274	0.11741
13	510	30.864	-120.	134.14	3274	0.11638
13	526	31.866	-120.	131.46	3274	0.1149
14	541	32.873	-120.	132.56	3274	0.11741
14	526	31.866	-120.	131.46	3274	0.1149
14	546	33.229	-120.	130.57	3274	0.11579
15	541	32.873	-120.	132.56	3274	0.11741
15	546	33.229	-120.	130.57	3274	0.11579
15	567	35.024	-120.	131.62	3274	0.11931
16	541	32.873	-120.	132.56	3274	0.11741
16	567	35.024	-120.	131.62	3274	0.11931
16	564	34.544	-120.	132.9	3274	0.12002
17	572	35.883	-120.	128.81	3274	0.1175
17	567	35.024	-120.	131.62	3274	0.11931
17	546	33.229	-120.	130.57	3274	0.11579
18	109	-23.556	-120.	106.6	3283	1.0696e-002
18	124	-22.151	-120.	106.97	3283	1.3143e-002
18	98	-24.934	-120.	108.56	3283	1.0853e-002
19	109	-23.556	-120.	106.6	3283	1.0696e-002
19	98	-24.934	-120.	108.56	3283	1.0853e-002
19	83	-25.781	-120.	108.08	3283	9.0966e-003
20	109	-23.556	-120.	106.6	3283	1.0696e-002
20	83	-25.781	-120.	108.08	3283	9.0966e-003
20	104	-24.368	-120.	105.63	3283	8.4508e-003
21	109	-23.556	-120.	106.6	3283	1.0696e-002
