0,1,2,3,4,5,6
74,231,-7.1082,-120.,94.093,3466,0.1083
75,263,-2.0045,-120.,91.016,3466,0.10742
75,275,-0.15357,-120.,92.615,3466,0.10771
75,257,-2.8829,-120.,92.974,3466,0.10791
76,254,-3.011,-120.,90.17,3466,0.10725
76,242,-5.7764,-120.,90.758,3466,0.10743
76,245,-4.8957,-120.,88.564,3466,0.10689
77,353,12.589,-120.,91.638,3474,0.10697
77,343,11.174,-120.,94.093,3474,0.10701
77,365,15.169,-120.,95.872,3474,0.10664
78,427,22.928,-120.,139.99,3504,9.9633e-002
78,413,21.536,-120.,141.87,3504,9.9933e-002
78,420,21.895,-120.,138.97,3504,9.9479e-002
79,427,22.928,-120.,139.99,3504,9.9633e-002
79,420,21.895,-120.,138.97,3504,9.9479e-002
79,429,22.98,-120.,137.77,3504,9.9351e-002
80,427,22.928,-120.,139.99,3504,9.9633e-002
80,429,22.98,-120.,137.77,3504,9.9351e-002
80,437,24.441,-120.,138.64,3504,9.9465e-002
81,427,22.928,-120.,139.99,3504,9.9633e-002
81,437,24.441,-120.,138.64,3504,9.9465e-002
81,435,24.303,-120.,140.3,3504,9.9686e-002
82,427,22.928,-120.,139.99,3504,9.9633e-002
82,435,24.303,-120.,140.3,3504,9.9686e-002
82,424,22.411,-120.,142.4,3504,0.10003
83,427,22.928,-120.,139.99,3504,9.9633e-002
83,424,22.411,-120.,142.4,3504,0.10003
83,413,21.536,-120.,141.87,3504,9.9933e-002
84,437,24.441,-120.,138.64,3504,9.9465e-002
84,429,22.98,-120.,137.77,3504,9.9351e-002
84,439,24.656,-120.,135.59,3504,9.9178e-002
85,413,21.536,-120.,141.87,3504,9.9933e-002
85,399,19.899,-120.,140.87,3504,9.9736e-002
85,420,21.895,-120.,138.97,3504,9.9479e-002
86,424,22.411,-120.,142.4,3504,0.10003
86,435,24.303,-120.,140.3,3504,9.9686e-002
86,434,24.064,-120.,143.4,3504,0.10022
87,240,-5.7995,-120.,146.33,3506,0.10198
87,256,-2.9777,-120.,149.89,3506,0.10208
87,265,-1.522,-120.,147.24,3506,0.10172
88,35,-28.656,-120.,129.72,3521,0.10632
88,6,-31.929,-120.,128.36,3521,0.1067
88,10,-30.643,-120.,132.48,3521,0.10555
89,152,-19.63,-120.,147.46,3522,0.10216
89,175,-16.089,-120.,149.92,3522,0.10203
89,181,-14.63,-120.,147.4,3522,0.10223
90,214,-9.904,-120.,92.112,3525,0.10781
90,206,-11.103,-120.,95.872,3525,0.10877
90,231,-7.1082,-120.,94.093,3525,0.1083
91,56,-27.376,-120.,127.13,3529,0.10704
91,63,-27.196,-120.,127.86,3529,0.10684
91,70,-26.429,-120.,126.87,3529,0.1071
92,31,-29.171,-120.,127.62,3529,0.10691
92,6,-31.929,-120.,128.36,3529,0.1067
92,35,-28.656,-120.,129.72,3529,0.10632
93,31,-29.171,-120.,127.62,3529,0.10691
93,35,-28.656,-120.,129.72,3529,0.10632
93,63,-27.196,-120.,127.86,3529,0.10684
94,31,-29.171,-120.,127.62,3529,0.10691
94,63,-27.196,-120.,127.86,3529,0.10684
94,56,-27.376,-120.,127.13,3529,0.10704
95,31,-29.171,-120.,127.62,3529,0.10691
95,56,-27.376,-120.,127.13,3529,0.10704
95,28,-29.468,-120.,126.21,3529,0.10728
96,31,-29.171,-120.,127.62,3529,0.10691
96,28,-29.468,-120.,126.21,3529,0.10728
96,15,-30.401,-120.,126.46,3529,0.10722
97,31,-29.171,-120.,127.62,3529,0.10691
97,15,-30.401,-120.,126.46,3529,0.10722
97,6,-31.929,-120.,128.36,3529,0.1067
98,52,-27.657,-120.,125.72,3529,0.10741
98,44,-28.087,-120.,123.61,3529,0.10795
98,96,-24.974,-120.,125.04,3529,0.10756
99,52,-27.657,-120.,125.72,3529,0.10741
99,96,-24.974,-120.,125.04,3529,0.10756
99,70,-26.429,-120.,126.87,3529,0.1071
100,52,-27.657,-120.,125.72,3529,0.10741
100,70,-26.429,-120.,126.87,3529,0.1071
100,56,-27.376,-120.,127.13,3529,0.10704
101,52,-27.657,-120.,125.72,3529,0.10741
101,56,-27.376,-120.,127.13,3529,0.10704
101,28,-29.468,-120.,126.21,3529,0.10728
102,52,-27.657,-120.,125.72,3529,0.10741
102,28,-29.468,-120.,126.21,3529,0.10728
102,25,-29.607,-120.,125.48,3529,0.10747
103,52,-27.657,-120.,125.72,3529,0.10741
103,25,-29.607,-120.,125.48,3529,0.10747
103,44,-28.087,-120.,123.61,3529,0.10795
104,28,-29.468,-120.,126.21,3529,0.10728
104,25,-29.607,-120.,125.48,3529,0.10747
104,15,-30.401,-120.,126.46,3529,0.10722
105,44,-28.087,-120.,123.61,3531,0.10795
105,24,-29.607,-120.,125.48,3531,0.10747
105,19,-29.999,-120.,122.65,3531,0.10818
106,6,-31.929,-120.,128.36,3531,0.1067
106,3,-32.513,-120.,125.48,3531,0.10746
106,14,-30.401,-120.,126.46,3531,0.10722
107,0,-32.924,-120.,121.19,3531,0.10848
107,9,-30.996,-120.,122.16,3531,0.10828
107,2,-32.701,-120.,124.13,3531,0.1078
108,8,-31.036,-120.,124.39,3531,0.10775
108,19,-29.999,-120.,122.65,3531,0.10818
108,24,-29.607,-120.,125.48,3531,0.10747
109,8,-31.036,-120.,124.39,3531,0.10775
109,24,-29.607,-120.,125.48,3531,0.10747
109,14,-30.401,-120.,126.46,3531,0.10722
110,8,-31.036,-120.,124.39,3531,0.10775
110,14,-30.401,-120.,126.46,3531,0.10722
110,3,-32.513,-120.,125.48,3531,0.10746
111,8,-31.036,-120.,124.39,3531,0.10775
111,3,-32.513,-120.,125.48,3531,0.10746
111,2,-32.701,-120.,124.13,3531,0.1078
112,8,-31.036,-120.,124.39,3531,0.10775
112,2,-32.701,-120.,124.13,3531,0.1078
112,9,-30.996,-120.,122.16,3531,0.10828
113,8,-31.036,-120.,124.39,3531,0.10775
113,9,-30.996,-120.,122.16,3531,0.10828
113,19,-29.999,-120.,122.65,3531,0.10818
114,204,-11.69,-120.,149.52,3543,0.10213
114,208,-10.796,-120.,149.39,3543,0.10213
114,199,-12.084,-120.,148.78,3543,0.10215
115,207,-10.848,-120.,150.93,3543,0.10213
115,218,-9.54,-120.,153.01,3543,0.10223
115,226,-8.113,-120.,150.47,3543,0.10215
116,207,-10.848,-120.,150.93,3543,0.10213
116,226,-8.113,-120.,150.47,3543,0.10215
116,208,-10.796,-120.,149.39,3543,0.10213
117,207,-10.848,-120.,150.93,3543,0.10213
117,208,-10.796,-120.,149.39,3543,0.10213
117,204,-11.69,-120.,149.52,3543,0.10213
118,207,-10.848,-120.,150.93,3543,0.10213
118,204,-11.69,-120.,149.52,3543,0.10213
118,194,-12.675,-120.,151.25,3543,0.10209
119,207,-10.848,-120.,150.93,3543,0.10213
119,194,-12.675,-120.,151.25,3543,0.10209
119,198,-12.273,-120.,151.92,3543,0.1021
120,207,-10.848,-120.,150.93,3543,0.10213
120,198,-12.273,-120.,151.92,3543,0.1021
120,218,-9.54,-120.,153.01,3543,0.10223
121,190,-13.446,-120.,149.7,3543,0.1021
121,175,-16.089,-120.,149.92,3543,0.10203
121,181,-14.63,-120.,147.4,3543,0.10223
122,190,-13.446,-120.,149.7,3543,0.1021
122,181,-14.63,-120.,147.4,3543,0.10223
122,199,-12.084,-120.,148.78,3543,0.10215
123,190,-13.446,-120.,149.7,3543,0.1021
123,199,-12.084,-120.,148.78,3543,0.10215
123,204,-11.69,-120.,149.52,3543,0.10213
124,190,-13.446,-120.,149.7,3543,0.1021
124,204,-11.69,-120.,149.52,3543,0.10213
124,194,-12.675,-120.,151.25,3543,0.10209
125,190,-13.446,-120.,149.7,3543,0.1021
125,194,-12.675,-120.,151.25,3543,0.10209
125,188,-13.511,-120.,151.33,3543,0.10206
126,190,-13.446,-120.,149.7,3543,0.1021
126,188,-13.511,-120.,151.33,3543,0.10206
126,175,-16.089,-120.,149.92,3543,0.10203
127,194,-12.675,-120.,151.25,3543,0.10209
127,188,-13.511,-120.,151.33,3543,0.10206
127,198,-12.273,-120.,151.92,3543,0.1021
128,463,27.448,-120.,103.66,3554,0.10466
128,451,26.451,-120.,103.94,3554,0.10459
128,464,27.85,-120.,104.3,3554,0.10448
129,453,26.629,-120.,102.49,3554,0.10497
129,444,25.409,-120.,100.72,3554,0.10542
129,432,23.847,-120.,103.3,3554,0.10479
130,453,26.629,-120.,102.49,3554,0.10497
130,432,23.847,-120.,103.3,3554,0.10479
130,451,26.451,-120.,103.94,3554,0.10459
131,453,26.629,-120.,102.49,3554,0.10497
131,451,26.451,-120.,103.94,3554,0.10459
131,463,27.448,-120.,103.66,3554,0.10466
132,453,26.629,-120.,102.49,3554,0.10497
132,463,27.448,-120.,103.66,3554,0.10466
132,471,28.524,-120.,101.95,3554,0.10509
133,453,26.629,-120.,102.49,3554,0.10497
133,471,28.524,-120.,101.95,3554,0.10509
133,467,28.095,-120.,101.35,3554,0.10525
134,453,26.629,-120.,102.49,3554,0.10497
134,467,28.095,-120.,101.35,3554,0.10525
134,444,25.409,-120.,100.72,3554,0.10542
135,483,29.334,-120.,103.14,3554,0.10478
135,536,32.209,-120.,102.31,3554,0.10498
135,499,30.485,-120.,104.97,3554,0.10429
136,483,29.334,-120.,103.14,3554,0.10478
136,499,30.485,-120.,104.97,3554,0.10429
136,464,27.85,-120.,104.3,3554,0.10448
137,483,29.334,-120.,103.14,3554,0.10478
137,464,27.85,-120.,104.3,3554,0.10448
137,463,27.448,-120.,103.66,3554,0.10466
138,483,29.334,-120.,103.14,3554,0.10478
138,463,27.448,-120.,103.66,3554,0.10466
138,471,28.524,-120.,101.95,3554,0.10509
139,483,29.334,-120.,103.14,3554,0.10478
139,471,28.524,-120.,101.95,3554,0.10509
139,490,29.49,-120.,101.66,3554,0.10516
140,483,29.334,-120.,103.14,3554,0.10478
140,490,29.49,-120.,101.66,3554,0.10516
140,536,32.209,-120.,102.31,3554,0.10498
141,471,28.524,-120.,101.95,3554,0.10509
141,490,29.49,-120.,101.66,3554,0.10516
141,467,28.095,-120.,101.35,3554,0.10525
142,50,-27.848,-120.,115.7,3558,0.10951
142,45,-27.948,-120.,116.45,3558,0.1094
142,65,-26.814,-120.,115.45,3558,0.10953
143,53,-27.595,-120.,114.29,3558,0.10969
143,29,-29.43,-120.,114.03,3558,0.10972
143,61,-27.224,-120.,112.18,3558,0.10991
144,53,-27.595,-120.,114.29,3558,0.10969
144,61,-27.224,-120.,112.18,3558,0.10991
144,100,-24.688,-120.,113.62,3558,0.10974
145,53,-27.595,-120.,114.29,3558,0.10969
145,100,-24.688,-120.,113.62,3558,0.10974
145,65,-26.814,-120.,115.45,3558,0.10953
146,53,-27.595,-120.,114.29,3558,0.10969
146,65,-26.814,-120.,115.45,3558,0.10953
146,50,-27.848,-120.,115.7,3558,0.10951
147,53,-27.595,-120.,114.29,3558,0.10969
147,50,-27.848,-120.,115.7,3558,0.10951
147,26,-29.567,-120.,114.76,3558,0.10963
148,53,-27.595,-120.,114.29,3558,0.10969
148,26,-29.567,-120.,114.76,3558,0.10963
148,29,-29.43,-120.,114.03,3558,0.10972
149,12,-30.578,-120.,114.99,3558,0.10959
149,26,-29.567,-120.,114.76,3558,0.10963
149,29,-29.43,-120.,114.03,3558,0.10972
150,21,-29.807,-120.,116.19,3558,0.10943
150,1,-32.805,-120.,116.88,3558,0.10929
150,16,-30.093,-120.,118.32,3558,0.10908
151,21,-29.807,-120.,116.19,3558,0.10943
151,16,-30.093,-120.,118.32,3558,0.10908
151,45,-27.948,-120.,116.45,3558,0.1094
152,21,-29.807,-120.,116.19,3558,0.10943
152,45,-27.948,-120.,116.45,3558,0.1094
152,50,-27.848,-120.,115.7,3558,0.10951
153,21,-29.807,-120.,116.19,3558,0.10943
153,50,-27.848,-120.,115.7,3558,0.10951
153,26,-29.567,-120.,114.76,3558,0.10963
154,21,-29.807,-120.,116.19,3558,0.10943
154,26,-29.567,-120.,114.76,3558,0.10963
154,12,-30.578,-120.,114.99,3558,0.10959
155,21,-29.807,-120.,116.19,3558,0.10943
155,12,-30.578,-120.,114.99,3558,0.10959
155,1,-32.805,-120.,116.88,3558,0.10929
156,40,-28.243,-120.,120.02,3564,0.10875
156,59,-27.268,-120.,119.76,3564,0.1088
156,38,-28.244,-120.,119.26,3564,0.1089
157,42,-28.178,-120.,121.44,3564,0.10845
157,44,-28.087,-120.,123.61,3564,0.10795
157,88,-25.431,-120.,120.69,3564,0.10858
158,42,-28.178,-120.,121.44,3564,0.10845
158,88,-25.431,-120.,120.69,3564,0.10858
158,59,-27.268,-120.,119.76,3564,0.1088
159,42,-28.178,-120.,121.44,3564,0.10845
159,59,-27.268,-120.,119.76,3564,0.1088
159,40,-28.243,-120.,120.02,3564,0.10875
160,42,-28.178,-120.,121.44,3564,0.10845
160,40,-28.243,-120.,120.02,3564,0.10875
160,18,-30.04,-120.,121.91,3564,0.10835
161,42,-28.178,-120.,121.44,3564,0.10845
161,18,-30.04,-120.,121.91,3564,0.10835
161,19,-29.999,-120.,122.65,3564,0.10818
162,42,-28.178,-120.,121.44,3564,0.10845
162,19,-29.999,-120.,122.65,3564,0.10818
162,44,-28.087,-120.,123.61,3564,0.10795
163,17,-30.09,-120.,120.48,3564,0.10866
163,0,-32.924,-120.,121.19,3564,0.10848
163,16,-30.093,-120.,118.32,3564,0.10908
164,17,-30.09,-120.,120.48,3564,0.10866
164,16,-30.093,-120.,118.32,3564,0.10908
164,38,-28.244,-120.,119.26,3564,0.1089
165,17,-30.09,-120.,120.48,3564,0.10866
165,38,-28.244,-120.,119.26,3564,0.1089
165,40,-28.243,-120.,120.02,3564,0.10875
166,17,-30.09,-120.,120.48,3564,0.10866
166,40,-28.243,-120.,120.02,3564,0.10875
166,18,-30.04,-120.,121.91,3564,0.10835
167,17,-30.09,-120.,120.48,3564,0.10866
167,18,-30.04,-120.,121.91,3564,0.10835
167,9,-30.996,-120.,122.16,3564,0.10828
168,17,-30.09,-120.,120.48,3564,0.10866
168,9,-30.996,-120.,122.16,3564,0.10828
168,0,-32.924,-120.,121.19,3564,0.10848
169,18,-30.04,-120.,121.91,3564,0.10835
169,9,-30.996,-120.,122.16,3564,0.10828
169,19,-29.999,-120.,122.65,3564,0.10818
170,101,-24.589,-120.,134.53,3569,0.10494
170,143,-20.59,-120.,135.59,3569,0.10462
170,115,-22.777,-120.,131.8,3569,0.1057
171,236,-6.4699,-120.,149.04,3574,0.10209
171,234,-6.7075,-120.,147.97,3574,0.10206
171,230,-7.1945,-120.,148.83,3574,0.1021
172,239,-6.0411,-120.,151.07,3574,0.1022
172,249,-4.4252,-120.,152.47,3574,0.10234
172,243,-5.3928,-120.,154.18,3574,0.10249
173,239,-6.0411,-120.,151.07,3574,0.1022
173,243,-5.3928,-120.,154.18,3574,0.10249
173,226,-8.113,-120.,150.47,3574,0.10215
174,239,-6.0411,-120.,151.07,3574,0.1022
174,226,-8.113,-120.,150.47,3574,0.10215
174,230,-7.1945,-120.,148.83,3574,0.1021
175,239,-6.0411,-120.,151.07,3574,0.1022
175,230,-7.1945,-120.,148.83,3574,0.1021
175,236,-6.4699,-120.,149.04,3574,0.10209
176,239,-6.0411,-120.,151.07,3574,0.1022
176,236,-6.4699,-120.,149.04,3574,0.10209
176,246,-4.6513,-120.,151.42,3574,0.10223
177,239,-6.0411,-120.,151.07,3574,0.1022
177,246,-4.6513,-120.,151.42,3574,0.10223
177,249,-4.4252,-120.,152.47,3574,0.10234
178,251,-3.9312,-120.,151.58,3574,0.10226
178,246,-4.6513,-120.,151.42,3574,0.10223
178,249,-4.4252,-120.,152.47,3574,0.10234
179,244,-5.0895,-120.,149.37,3574,0.10208
179,256,-2.9777,-120.,149.89,3574,0.10208
179,240,-5.7995,-120.,146.33,3574,0.10198
180,244,-5.0895,-120.,149.37,3574,0.10208
180,240,-5.7995,-120.,146.33,3574,0.10198
180,234,-6.7075,-120.,147.97,3574,0.10206
181,244,-5.0895,-120.,149.37,3574,0.10208
181,234,-6.7075,-120.,147.97,3574,0.10206
181,236,-6.4699,-120.,149.04,3574,0.10209
182,244,-5.0895,-120.,149.37,3574,0.10208
182,236,-6.4699,-120.,149.04,3574,0.10209
182,246,-4.6513,-120.,151.42,3574,0.10223
183,244,-5.0895,-120.,149.37,3574,0.10208
