0,1,2,3,4,5,6
183,246,-4.6513,-120.,151.42,3574,0.10223
183,251,-3.9312,-120.,151.58,3574,0.10226
184,244,-5.0895,-120.,149.37,3574,0.10208
184,251,-3.9312,-120.,151.58,3574,0.10226
184,256,-2.9777,-120.,149.89,3574,0.10208
185,304,4.9242,-120.,150.14,3576,0.10195
185,302,4.6741,-120.,149.18,3576,0.10175
185,299,4.1731,-120.,150.21,3576,0.10198
186,312,6.3385,-120.,149.94,3576,0.10189
186,323,8.4836,-120.,149.65,3576,0.10179
186,308,5.588,-120.,147.24,3576,0.1013
187,312,6.3385,-120.,149.94,3576,0.10189
187,308,5.588,-120.,147.24,3576,0.1013
187,302,4.6741,-120.,149.18,3576,0.10175
188,312,6.3385,-120.,149.94,3576,0.10189
188,302,4.6741,-120.,149.18,3576,0.10175
188,304,4.9242,-120.,150.14,3576,0.10195
189,312,6.3385,-120.,149.94,3576,0.10189
189,304,4.9242,-120.,150.14,3576,0.10195
189,314,6.814,-120.,151.77,3576,0.1023
190,312,6.3385,-120.,149.94,3576,0.10189
190,314,6.814,-120.,151.77,3576,0.1023
190,320,7.5469,-120.,151.66,3576,0.10228
191,312,6.3385,-120.,149.94,3576,0.10189
191,320,7.5469,-120.,151.66,3576,0.10228
191,323,8.4836,-120.,149.65,3576,0.10179
192,307,5.3872,-120.,151.95,3576,0.10234
192,311,6.1077,-120.,154.74,3576,0.10295
192,296,3.2389,-120.,152.16,3576,0.10237
193,307,5.3872,-120.,151.95,3576,0.10234
193,296,3.2389,-120.,152.16,3576,0.10237
193,299,4.1731,-120.,150.21,3576,0.10198
194,307,5.3872,-120.,151.95,3576,0.10234
194,299,4.1731,-120.,150.21,3576,0.10198
194,304,4.9242,-120.,150.14,3576,0.10195
195,307,5.3872,-120.,151.95,3576,0.10234
195,304,4.9242,-120.,150.14,3576,0.10195
195,314,6.814,-120.,151.77,3576,0.1023
196,307,5.3872,-120.,151.95,3576,0.10234
196,314,6.814,-120.,151.77,3576,0.1023
196,316,7.065,-120.,152.71,3576,0.10252
197,307,5.3872,-120.,151.95,3576,0.10234
197,316,7.065,-120.,152.71,3576,0.10252
197,311,6.1077,-120.,154.74,3576,0.10295
198,314,6.814,-120.,151.77,3576,0.1023
198,316,7.065,-120.,152.71,3576,0.10252
198,320,7.5469,-120.,151.66,3576,0.10228
199,387,18.289,-120.,147.65,3599,0.10123
199,393,19.016,-120.,145.11,3599,0.10061
199,405,20.723,-120.,146.15,3599,0.10085
200,396,19.872,-120.,148.18,3599,0.10135
200,387,18.289,-120.,147.65,3599,0.10123
200,405,20.723,-120.,146.15,3599,0.10085
201,396,19.872,-120.,148.18,3599,0.10135
201,405,20.723,-120.,146.15,3599,0.10085
201,415,21.609,-120.,146.7,3599,0.10097
202,396,19.872,-120.,148.18,3599,0.10135
202,415,21.609,-120.,146.7,3599,0.10097
202,408,20.929,-120.,149.43,3599,0.10165
203,396,19.872,-120.,148.18,3599,0.10135
203,408,20.929,-120.,149.43,3599,0.10165
203,394,19.764,-120.,150.15,3599,0.10185
204,396,19.872,-120.,148.18,3599,0.10135
204,394,19.764,-120.,150.15,3599,0.10185
204,385,17.918,-120.,148.97,3599,0.10156
205,396,19.872,-120.,148.18,3599,0.10135
205,385,17.918,-120.,148.97,3599,0.10156
205,387,18.289,-120.,147.65,3599,0.10123
206,408,20.929,-120.,149.43,3599,0.10165
206,415,21.609,-120.,146.7,3599,0.10097
206,430,23.336,-120.,147.74,3599,0.1012
207,394,19.764,-120.,150.15,3599,0.10185
207,380,17.167,-120.,151.53,3599,0.10223
207,385,17.918,-120.,148.97,3599,0.10156
208,291,2.4319,-120.,148.95,3602,0.10177
208,299,4.1731,-120.,150.21,3602,0.10198
208,287,1.3459,-120.,150.21,3602,0.10203
209,291,2.4319,-120.,148.95,3602,0.10177
209,287,1.3459,-120.,150.21,3602,0.10203
209,279,0.33219,-120.,149.18,3602,0.1019
210,291,2.4319,-120.,148.95,3602,0.10177
210,279,0.33219,-120.,149.18,3602,0.1019
210,284,1.2224,-120.,147.46,3602,0.10157
211,291,2.4319,-120.,148.95,3602,0.10177
211,284,1.2224,-120.,147.46,3602,0.10157
211,294,2.8435,-120.,147.46,3602,0.10148
212,291,2.4319,-120.,148.95,3602,0.10177
212,294,2.8435,-120.,147.46,3602,0.10148
212,302,4.6741,-120.,149.18,3602,0.10175
213,291,2.4319,-120.,148.95,3602,0.10177
213,302,4.6741,-120.,149.18,3602,0.10175
213,299,4.1731,-120.,150.21,3602,0.10198
214,284,1.2224,-120.,147.46,3602,0.10157
214,279,0.33219,-120.,149.18,3602,0.1019
214,265,-1.522,-120.,147.24,3602,0.10172
215,299,4.1731,-120.,150.21,3602,0.10198
215,296,3.2389,-120.,152.16,3602,0.10237
215,287,1.3459,-120.,150.21,3602,0.10203
216,302,4.6741,-120.,149.18,3602,0.10175
216,294,2.8435,-120.,147.46,3602,0.10148
216,308,5.588,-120.,147.24,3602,0.1013
217,335,10.335,-120.,151.03,3606,0.10213
217,319,7.5469,-120.,151.66,3606,0.10228
217,323,8.4836,-120.,149.65,3606,0.10179
218,326,9.0131,-120.,154.27,3606,0.1029
218,311,6.1077,-120.,154.74,3606,0.10295
218,317,7.065,-120.,152.71,3606,0.10252
219,328,9.2669,-120.,152.57,3606,0.1025
219,326,9.0131,-120.,154.27,3606,0.1029
219,317,7.065,-120.,152.71,3606,0.10252
220,328,9.2669,-120.,152.57,3606,0.1025
220,317,7.065,-120.,152.71,3606,0.10252
220,319,7.5469,-120.,151.66,3606,0.10228
221,328,9.2669,-120.,152.57,3606,0.1025
221,319,7.5469,-120.,151.66,3606,0.10228
221,335,10.335,-120.,151.03,3606,0.10213
222,328,9.2669,-120.,152.57,3606,0.1025
222,335,10.335,-120.,151.03,3606,0.10213
222,344,11.293,-120.,151.76,3606,0.10231
223,328,9.2669,-120.,152.57,3606,0.1025
223,344,11.293,-120.,151.76,3606,0.10231
223,336,10.348,-120.,153.98,3606,0.10284
224,328,9.2669,-120.,152.57,3606,0.1025
224,336,10.348,-120.,153.98,3606,0.10284
224,326,9.0131,-120.,154.27,3606,0.1029
225,356,13.174,-120.,153.16,3606,0.10266
225,336,10.348,-120.,153.98,3606,0.10284
225,344,11.293,-120.,151.76,3606,0.10231
226,219,-9.0374,-120.,89.857,3629,0.10722
226,214,-9.904,-120.,92.112,3629,0.10781
226,205,-11.685,-120.,90.932,3629,0.10751
227,210,-10.696,-120.,89.164,3629,0.10704
227,219,-9.0374,-120.,89.857,3629,0.10722
227,205,-11.685,-120.,90.932,3629,0.10751
228,210,-10.696,-120.,89.164,3629,0.10704
228,205,-11.685,-120.,90.932,3629,0.10751
228,195,-12.608,-120.,90.314,3629,0.10735
229,210,-10.696,-120.,89.164,3629,0.10704
229,195,-12.608,-120.,90.314,3629,0.10735
229,202,-11.761,-120.,87.856,3629,0.10671
230,210,-10.696,-120.,89.164,3629,0.10704
230,202,-11.761,-120.,87.856,3629,0.10671
230,213,-10.493,-120.,87.342,3629,0.10658
231,210,-10.696,-120.,89.164,3629,0.10704
231,213,-10.493,-120.,87.342,3629,0.10658
231,222,-8.5933,-120.,88.683,3629,0.10692
232,210,-10.696,-120.,89.164,3629,0.10704
232,222,-8.5933,-120.,88.683,3629,0.10692
232,219,-9.0374,-120.,89.857,3629,0.10722
233,202,-11.761,-120.,87.856,3629,0.10671
233,195,-12.608,-120.,90.314,3629,0.10735
233,183,-14.413,-120.,89.13,3629,0.10706
234,213,-10.493,-120.,87.342,3629,0.10658
234,228,-7.7041,-120.,86.405,3629,0.10634
234,222,-8.5933,-120.,88.683,3629,0.10692
235,193,-12.821,-120.,94.742,3630,0.10849
235,192,-13.091,-120.,93.772,3630,0.10825
235,185,-13.745,-120.,94.149,3630,0.10835
236,196,-12.345,-120.,91.267,3630,0.1076
236,205,-11.685,-120.,90.932,3630,0.10751
236,195,-12.608,-120.,90.314,3630,0.10735
237,187,-13.615,-120.,91.942,3630,0.10779
237,185,-13.745,-120.,94.149,3630,0.10835
237,178,-15.485,-120.,93.018,3630,0.10807
238,187,-13.615,-120.,91.942,3630,0.10779
238,178,-15.485,-120.,93.018,3630,0.10807
238,183,-14.413,-120.,89.13,3630,0.10706
239,187,-13.615,-120.,91.942,3630,0.10779
239,183,-14.413,-120.,89.13,3630,0.10706
239,195,-12.608,-120.,90.314,3630,0.10735
240,187,-13.615,-120.,91.942,3630,0.10779
240,195,-12.608,-120.,90.314,3630,0.10735
240,196,-12.345,-120.,91.267,3630,0.1076
241,187,-13.615,-120.,91.942,3630,0.10779
241,196,-12.345,-120.,91.267,3630,0.1076
241,192,-13.091,-120.,93.772,3630,0.10825
242,187,-13.615,-120.,91.942,3630,0.10779
242,192,-13.091,-120.,93.772,3630,0.10825
242,185,-13.745,-120.,94.149,3630,0.10835
243,201,-11.825,-120.,93.116,3630,0.10808
243,205,-11.685,-120.,90.932,3630,0.10751
243,214,-9.904,-120.,92.112,3630,0.10781
244,201,-11.825,-120.,93.116,3630,0.10808
244,214,-9.904,-120.,92.112,3630,0.10781
244,206,-11.103,-120.,95.872,3630,0.10877
245,201,-11.825,-120.,93.116,3630,0.10808
245,206,-11.103,-120.,95.872,3630,0.10877
245,193,-12.821,-120.,94.742,3630,0.10849
246,201,-11.825,-120.,93.116,3630,0.10808
246,193,-12.821,-120.,94.742,3630,0.10849
246,192,-13.091,-120.,93.772,3630,0.10825
247,201,-11.825,-120.,93.116,3630,0.10808
247,192,-13.091,-120.,93.772,3630,0.10825
247,196,-12.345,-120.,91.267,3630,0.1076
248,201,-11.825,-120.,93.116,3630,0.10808
248,196,-12.345,-120.,91.267,3630,0.1076
248,205,-11.685,-120.,90.932,3630,0.10751
249,281,0.59341,-120.,150.18,3636,0.10204
249,286,1.3459,-120.,150.21,3636,0.10203
249,278,0.33219,-120.,149.18,3636,0.1019
250,283,1.0853,-120.,152.07,3636,0.10235
250,288,1.8045,-120.,154.98,3636,0.10287
250,296,3.2389,-120.,152.16,3636,0.10237
251,283,1.0853,-120.,152.07,3636,0.10235
251,296,3.2389,-120.,152.16,3636,0.10237
251,286,1.3459,-120.,150.21,3636,0.10203
252,283,1.0853,-120.,152.07,3636,0.10235
252,286,1.3459,-120.,150.21,3636,0.10203
252,281,0.59341,-120.,150.18,3636,0.10204
253,283,1.0853,-120.,152.07,3636,0.10235
253,281,0.59341,-120.,150.18,3636,0.10204
253,274,-0.353,-120.,151.97,3636,0.10232
254,283,1.0853,-120.,152.07,3636,0.10235
254,274,-0.353,-120.,151.97,3636,0.10232
254,277,-0.11815,-120.,152.95,3636,0.10247
255,283,1.0853,-120.,152.07,3636,0.10235
255,277,-0.11815,-120.,152.95,3636,0.10247
255,288,1.8045,-120.,154.98,3636,0.10287
256,271,-0.83641,-120.,150.06,3636,0.10206
256,256,-2.9777,-120.,149.89,3636,0.10208
256,265,-1.522,-120.,147.24,3636,0.10172
257,271,-0.83641,-120.,150.06,3636,0.10206
257,265,-1.522,-120.,147.24,3636,0.10172
257,278,0.33219,-120.,149.18,3636,0.1019
258,271,-0.83641,-120.,150.06,3636,0.10206
258,278,0.33219,-120.,149.18,3636,0.1019
258,281,0.59341,-120.,150.18,3636,0.10204
259,271,-0.83641,-120.,150.06,3636,0.10206
259,281,0.59341,-120.,150.18,3636,0.10204
259,274,-0.353,-120.,151.97,3636,0.10232
260,271,-0.83641,-120.,150.06,3636,0.10206
260,274,-0.353,-120.,151.97,3636,0.10232
260,269,-1.0913,-120.,151.9,3636,0.10231
261,271,-0.83641,-120.,150.06,3636,0.10206
261,269,-1.0913,-120.,151.9,3636,0.10231
261,256,-2.9777,-120.,149.89,3636,0.10208
262,274,-0.353,-120.,151.97,3636,0.10232
262,269,-1.0913,-120.,151.9,3636,0.10231
262,277,-0.11815,-120.,152.95,3636,0.10247
263,57,-27.373,-120.,138.94,3639,0.10378
263,99,-24.821,-120.,142.41,3639,0.10297
263,113,-23.261,-120.,139.86,3639,0.10354
264,318,7.3448,-120.,91.56,3640,0.10714
264,329,9.39,-120.,91.764,3640,0.10706
264,324,8.5345,-120.,93.311,3640,0.10719
265,318,7.3448,-120.,91.56,3640,0.10714
265,324,8.5345,-120.,93.311,3640,0.10719
265,315,6.9488,-120.,92.974,3640,0.10729
266,318,7.3448,-120.,91.56,3640,0.10714
266,315,6.9488,-120.,92.974,3640,0.10729
266,306,5.1429,-120.,90.861,3640,0.10717
267,318,7.3448,-120.,91.56,3640,0.10714
267,306,5.1429,-120.,90.861,3640,0.10717
267,310,5.6436,-120.,89.931,3640,0.10703
268,318,7.3448,-120.,91.56,3640,0.10714
268,310,5.6436,-120.,89.931,3640,0.10703
268,322,8.4091,-120.,90.519,3640,0.10702
269,318,7.3448,-120.,91.56,3640,0.10714
269,322,8.4091,-120.,90.519,3640,0.10702
269,329,9.39,-120.,91.764,3640,0.10706
270,306,5.1429,-120.,90.861,3640,0.10717
270,315,6.9488,-120.,92.974,3640,0.10729
270,300,4.2195,-120.,92.615,3640,0.10744
271,329,9.39,-120.,91.764,3640,0.10706
271,343,11.174,-120.,94.093,3640,0.10701
271,324,8.5345,-120.,93.311,3640,0.10719
272,322,8.4091,-120.,90.519,3640,0.10702
272,310,5.6436,-120.,89.931,3640,0.10703
272,313,6.5826,-120.,88.167,3640,0.10681
273,260,-2.2653,-120.,90.059,3643,0.10722
273,255,-3.011,-120.,90.17,3643,0.10725
273,262,-2.0045,-120.,91.016,3643,0.10742
274,270,-0.84033,-120.,89.911,3643,0.10716
274,272,-0.59171,-120.,88.013,3643,0.10676
274,285,1.3031,-120.,89.681,3643,0.10708
275,270,-0.84033,-120.,89.911,3643,0.10716
275,285,1.3031,-120.,89.681,3643,0.10708
275,275,-0.15357,-120.,92.615,3643,0.10771
276,270,-0.84033,-120.,89.911,3643,0.10716
276,275,-0.15357,-120.,92.615,3643,0.10771
276,262,-2.0045,-120.,91.016,3643,0.10742
277,270,-0.84033,-120.,89.911,3643,0.10716
277,262,-2.0045,-120.,91.016,3643,0.10742
277,260,-2.2653,-120.,90.059,3643,0.10722
278,270,-0.84033,-120.,89.911,3643,0.10716
278,260,-2.2653,-120.,90.059,3643,0.10722
278,266,-1.3299,-120.,88.083,3643,0.10678
279,270,-0.84033,-120.,89.911,3643,0.10716
279,266,-1.3299,-120.,88.083,3643,0.10678
279,272,-0.59171,-120.,88.013,3643,0.10676
280,264,-1.5709,-120.,87.142,3643,0.10658
280,266,-1.3299,-120.,88.083,3643,0.10678
280,272,-0.59171,-120.,88.013,3643,0.10676
281,258,-2.7619,-120.,88.247,3643,0.10681
281,253,-3.4987,-120.,85.463,3643,0.10618
281,245,-4.8957,-120.,88.564,3643,0.10689
282,258,-2.7619,-120.,88.247,3643,0.10681
282,245,-4.8957,-120.,88.564,3643,0.10689
282,255,-3.011,-120.,90.17,3643,0.10725
283,258,-2.7619,-120.,88.247,3643,0.10681
283,255,-3.011,-120.,90.17,3643,0.10725
283,260,-2.2653,-120.,90.059,3643,0.10722
284,258,-2.7619,-120.,88.247,3643,0.10681
284,260,-2.2653,-120.,90.059,3643,0.10722
284,266,-1.3299,-120.,88.083,3643,0.10678
285,258,-2.7619,-120.,88.247,3643,0.10681
285,266,-1.3299,-120.,88.083,3643,0.10678
285,264,-1.5709,-120.,87.142,3643,0.10658
286,258,-2.7619,-120.,88.247,3643,0.10681
286,264,-1.5709,-120.,87.142,3643,0.10658
286,253,-3.4987,-120.,85.463,3643,0.10618
287,309,5.6436,-120.,89.931,3648,0.10703
287,303,4.8924,-120.,89.862,3648,0.10704
287,305,5.1429,-120.,90.861,3648,0.10717
288,295,3.0008,-120.,87.884,3648,0.10675
288,293,2.7559,-120.,86.903,3648,0.10658
288,289,2.2612,-120.,87.855,3648,0.10674
289,297,3.47,-120.,89.793,3648,0.10706
289,305,5.1429,-120.,90.861,3648,0.10717
289,300,4.2195,-120.,92.615,3648,0.10744
290,297,3.47,-120.,89.793,3648,0.10706
290,300,4.2195,-120.,92.615,3648,0.10744
290,285,1.3031,-120.,89.681,3648,0.10708
291,297,3.47,-120.,89.793,3648,0.10706
291,285,1.3031,-120.,89.681,3648,0.10708
291,289,2.2612,-120.,87.855,3648,0.10674
292,297,3.47,-120.,89.793,3648,0.10706
292,289,2.2612,-120.,87.855,3648,0.10674
292,295,3.0008,-120.,87.884,3648,0.10675
293,297,3.47,-120.,89.793,3648,0.10706
293,295,3.0008,-120.,87.884,3648,0.10675
293,303,4.8924,-120.,89.862,3648,0.10704
294,297,3.47,-120.,89.793,3648,0.10706
294,303,4.8924,-120.,89.862,3648,0.10704
294,305,5.1429,-120.,90.861,3648,0.10717
295,301,4.4345,-120.,87.969,3648,0.10678
295,293,2.7559,-120.,86.903,3648,0.10658
295,298,3.7317,-120.,85.064,3648,0.1063
296,301,4.4345,-120.,87.969,3648,0.10678
296,298,3.7317,-120.,85.064,3648,0.1063
296,313,6.5826,-120.,88.167,3648,0.10681
297,301,4.4345,-120.,87.969,3648,0.10678
297,313,6.5826,-120.,88.167,3648,0.10681
297,309,5.6436,-120.,89.931,3648,0.10703
298,301,4.4345,-120.,87.969,3648,0.10678
298,309,5.6436,-120.,89.931,3648,0.10703
298,303,4.8924,-120.,89.862,3648,0.10704
299,301,4.4345,-120.,87.969,3648,0.10678
299,303,4.8924,-120.,89.862,3648,0.10704
299,295,3.0008,-120.,87.884,3648,0.10675
300,301,4.4345,-120.,87.969,3648,0.10678
300,295,3.0008,-120.,87.884,3648,0.10675
300,293,2.7559,-120.,86.903,3648,0.10658
301,182,-14.524,-120.,96.261,3659,0.10884
301,176,-16.032,-120.,95.811,3659,0.10874
301,185,-13.745,-120.,94.149,3659,0.10835
302,182,-14.524,-120.,96.261,3659,0.10884
302,185,-13.745,-120.,94.149,3659,0.10835
302,193,-12.821,-120.,94.742,3659,0.10849
303,182,-14.524,-120.,96.261,3659,0.10884
303,193,-12.821,-120.,94.742,3659,0.10849
303,189,-13.45,-120.,97.31,3659,0.10908
304,182,-14.524,-120.,96.261,3659,0.10884
304,189,-13.45,-120.,97.31,3659,0.10908
304,180,-14.762,-120.,98.263,3659,0.10926
305,182,-14.524,-120.,96.261,3659,0.10884
305,180,-14.762,-120.,98.263,3659,0.10926
305,174,-16.334,-120.,97.294,3659,0.10905
306,182,-14.524,-120.,96.261,3659,0.10884
306,174,-16.334,-120.,97.294,3659,0.10905
306,176,-16.032,-120.,95.811,3659,0.10874
307,189,-13.45,-120.,97.31,3659,0.10908
307,193,-12.821,-120.,94.742,3659,0.10849
307,206,-11.103,-120.,95.872,3659,0.10877
308,176,-16.032,-120.,95.811,3659,0.10874
308,178,-15.485,-120.,93.018,3659,0.10807
308,185,-13.745,-120.,94.149,3659,0.10835
309,174,-16.334,-120.,97.294,3659,0.10905
309,180,-14.762,-120.,98.263,3659,0.10926
309,171,-16.855,-120.,100.05,3659,0.10956
310,253,-3.4987,-120.,85.463,3660,0.10618
310,228,-7.7041,-120.,86.405,3660,0.10634
310,245,-4.8957,-120.,88.564,3660,0.10689
311,169,-17.251,-120.,143.32,3661,0.10276
311,163,-18.192,-120.,144.96,3661,0.10251
311,148,-20.24,-120.,142.97,3661,0.10286
312,152,-19.63,-120.,147.46,3661,0.10216
312,127,-21.862,-120.,145.54,3661,0.10241
312,159,-18.684,-120.,145.81,3661,0.10239
313,99,-24.821,-120.,142.41,3661,0.10297
313,129,-21.791,-120.,142.79,3661,0.1029
313,114,-22.843,-120.,144.59,3661,0.10256
314,142,-20.602,-120.,144.44,3661,0.1026
314,148,-20.24,-120.,142.97,3661,0.10286
314,163,-18.192,-120.,144.96,3661,0.10251
315,142,-20.602,-120.,144.44,3661,0.1026
315,163,-18.192,-120.,144.96,3661,0.10251
315,159,-18.684,-120.,145.81,3661,0.10239
316,142,-20.602,-120.,144.44,3661,0.1026
316,159,-18.684,-120.,145.81,3661,0.10239
316,127,-21.862,-120.,145.54,3661,0.10241
317,142,-20.602,-120.,144.44,3661,0.1026
317,127,-21.862,-120.,145.54,3661,0.10241
317,114,-22.843,-120.,144.59,3661,0.10256
318,142,-20.602,-120.,144.44,3661,0.1026
318,114,-22.843,-120.,144.59,3661,0.10256
318,129,-21.791,-120.,142.79,3661,0.1029
319,142,-20.602,-120.,144.44,3661,0.1026
319,129,-21.791,-120.,142.79,3661,0.1029
319,148,-20.24,-120.,142.97,3661,0.10286
320,575,36.909,-120.,117.34,3663,0.10102
320,573,36.317,-120.,113.07,3663,0.10206
320,555,33.96,-120.,115.92,3663,0.10133
321,313,6.5826,-120.,88.167,3668,0.10681
321,321,8.0152,-120.,85.538,3668,0.10654
321,298,3.7317,-120.,85.064,3668,0.1063
322,108,-23.689,-120.,103.77,3688,0.10995
322,103,-24.368,-120.,105.63,3688,0.11006
322,78,-26.081,-120.,104.59,3688,0.11
323,108,-23.689,-120.,103.77,3688,0.10995
323,78,-26.081,-120.,104.59,3688,0.11
323,90,-25.369,-120.,103.36,3688,0.10992
324,108,-23.689,-120.,103.77,3688,0.10995
324,90,-25.369,-120.,103.36,3688,0.10992
324,122,-22.197,-120.,101.87,3688,0.10977
325,108,-23.689,-120.,103.77,3688,0.10995
325,122,-22.197,-120.,101.87,3688,0.10977
325,135,-21.358,-120.,102.37,3688,0.10983
326,108,-23.689,-120.,103.77,3688,0.10995
326,135,-21.358,-120.,102.37,3688,0.10983
326,116,-22.763,-120.,104.8,3688,0.11003
327,108,-23.689,-120.,103.77,3688,0.10995
327,116,-22.763,-120.,104.8,3688,0.11003
327,103,-24.368,-120.,105.63,3688,0.11006
328,122,-22.197,-120.,101.87,3688,0.10977
328,90,-25.369,-120.,103.36,3688,0.10992
328,107,-23.785,-120.,100.93,3688,0.10966
329,103,-24.368,-120.,105.63,3688,0.11006
329,55,-27.388,-120.,107.17,3688,0.11009
329,78,-26.081,-120.,104.59,3688,0.11
330,116,-22.763,-120.,104.8,3688,0.11003
330,135,-21.358,-120.,102.37,3688,0.10983
330,151,-19.781,-120.,103.3,3688,0.10993
331,84,-25.691,-120.,136.27,3699,0.10447
331,64,-26.981,-120.,133.72,3699,0.10518
331,101,-24.589,-120.,134.53,3699,0.10494
332,27,-29.479,-120.,135.18,3699,0.10479
332,10,-30.643,-120.,132.48,3699,0.10555
332,41,-28.225,-120.,133.31,3699,0.10531
333,54,-27.584,-120.,135.34,3699,0.10473
333,27,-29.479,-120.,135.18,3699,0.10479
333,41,-28.225,-120.,133.31,3699,0.10531
334,54,-27.584,-120.,135.34,3699,0.10473
334,41,-28.225,-120.,133.31,3699,0.10531
334,64,-26.981,-120.,133.72,3699,0.10518
335,54,-27.584,-120.,135.34,3699,0.10473
335,64,-26.981,-120.,133.72,3699,0.10518
335,84,-25.691,-120.,136.27,3699,0.10447
336,54,-27.584,-120.,135.34,3699,0.10473
336,84,-25.691,-120.,136.27,3699,0.10447
336,75,-26.268,-120.,137.17,3699,0.10423
337,54,-27.584,-120.,135.34,3699,0.10473
337,75,-26.268,-120.,137.17,3699,0.10423
337,34,-28.862,-120.,136.4,3699,0.10446
338,54,-27.584,-120.,135.34,3699,0.10473
338,34,-28.862,-120.,136.4,3699,0.10446
338,27,-29.479,-120.,135.18,3699,0.10479
339,57,-27.373,-120.,138.94,3699,0.10378
339,34,-28.862,-120.,136.4,3699,0.10446
339,75,-26.268,-120.,137.17,3699,0.10423
340,131,-21.647,-120.,137.26,3700,0.10418
340,118,-22.638,-120.,137.55,3700,0.10411
340,120,-22.202,-120.,138.16,3700,0.10395
341,92,-25.296,-120.,136.9,3700,0.1043
341,85,-25.691,-120.,136.27,3700,0.10447
341,74,-26.268,-120.,137.17,3700,0.10423
342,102,-24.506,-120.,138.1,3700,0.10398
342,120,-22.202,-120.,138.16,3700,0.10395
342,113,-23.261,-120.,139.86,3700,0.10354
343,102,-24.506,-120.,138.1,3700,0.10398
343,113,-23.261,-120.,139.86,3700,0.10354
343,57,-27.373,-120.,138.94,3700,0.10378
344,102,-24.506,-120.,138.1,3700,0.10398
344,57,-27.373,-120.,138.94,3700,0.10378
344,74,-26.268,-120.,137.17,3700,0.10423
345,102,-24.506,-120.,138.1,3700,0.10398
345,74,-26.268,-120.,137.17,3700,0.10423
345,92,-25.296,-120.,136.9,3700,0.1043
346,102,-24.506,-120.,138.1,3700,0.10398
346,92,-25.296,-120.,136.9,3700,0.1043
346,118,-22.638,-120.,137.55,3700,0.10411
347,102,-24.506,-120.,138.1,3700,0.10398
347,118,-22.638,-120.,137.55,3700,0.10411
347,120,-22.202,-120.,138.16,3700,0.10395
348,111,-23.409,-120.,136.35,3700,0.10443
348,85,-25.691,-120.,136.27,3700,0.10447
348,101,-24.589,-120.,134.53,3700,0.10494
349,111,-23.409,-120.,136.35,3700,0.10443
349,101,-24.589,-120.,134.53,3700,0.10494
349,143,-20.59,-120.,135.59,3700,0.10462
350,111,-23.409,-120.,136.35,3700,0.10443
350,143,-20.59,-120.,135.59,3700,0.10462
350,131,-21.647,-120.,137.26,3700,0.10418
351,111,-23.409,-120.,136.35,3700,0.10443
351,131,-21.647,-120.,137.26,3700,0.10418
351,118,-22.638,-120.,137.55,3700,0.10411
352,111,-23.409,-120.,136.35,3700,0.10443
352,118,-22.638,-120.,137.55,3700,0.10411
352,92,-25.296,-120.,136.9,3700,0.1043
353,111,-23.409,-120.,136.35,3700,0.10443
353,92,-25.296,-120.,136.9,3700,0.1043
353,85,-25.691,-120.,136.27,3700,0.10447
354,149,-19.941,-120.,138.82,3701,0.10376
354,166,-17.829,-120.,138.97,3701,0.10368
354,158,-18.742,-120.,140.49,3701,0.10334
355,149,-19.941,-120.,138.82,3701,0.10376
355,158,-18.742,-120.,140.49,3701,0.10334
355,147,-20.31,-120.,140.26,3701,0.10342
356,149,-19.941,-120.,138.82,3701,0.10376
356,147,-20.31,-120.,140.26,3701,0.10342
356,121,-22.202,-120.,138.16,3701,0.10395
357,149,-19.941,-120.,138.82,3701,0.10376
357,121,-22.202,-120.,138.16,3701,0.10395
357,132,-21.647,-120.,137.26,3701,0.10418
358,149,-19.941,-120.,138.82,3701,0.10376
358,132,-21.647,-120.,137.26,3701,0.10418
358,154,-18.914,-120.,137.77,3701,0.10401
359,149,-19.941,-120.,138.82,3701,0.10376
359,154,-18.914,-120.,137.77,3701,0.10401
359,166,-17.829,-120.,138.97,3701,0.10368
360,121,-22.202,-120.,138.16,3701,0.10395
360,147,-20.31,-120.,140.26,3701,0.10342
360,113,-23.261,-120.,139.86,3701,0.10354
361,166,-17.829,-120.,138.97,3701,0.10368
361,177,-15.833,-120.,140.87,3701,0.10319
361,158,-18.742,-120.,140.49,3701,0.10334
362,154,-18.914,-120.,137.77,3701,0.10401
362,132,-21.647,-120.,137.26,3701,0.10418
362,143,-20.59,-120.,135.59,3701,0.10462
363,86,-25.532,-120.,128.87,3705,0.10655
363,71,-26.322,-120.,130.55,3705,0.10608
363,62,-27.196,-120.,127.86,3705,0.10684
364,86,-25.532,-120.,128.87,3705,0.10655
364,62,-27.196,-120.,127.86,3705,0.10684
364,69,-26.429,-120.,126.87,3705,0.1071
365,86,-25.532,-120.,128.87,3705,0.10655
365,69,-26.429,-120.,126.87,3705,0.1071
365,105,-24.331,-120.,127.71,3705,0.10685
366,86,-25.532,-120.,128.87,3705,0.10655
366,105,-24.331,-120.,127.71,3705,0.10685
366,106,-23.83,-120.,129.26,3705,0.10643
367,86,-25.532,-120.,128.87,3705,0.10655
367,106,-23.83,-120.,129.26,3705,0.10643
367,95,-25.087,-120.,131.,3705,0.10595
368,86,-25.532,-120.,128.87,3705,0.10655
368,95,-25.087,-120.,131.,3705,0.10595
368,71,-26.322,-120.,130.55,3705,0.10608
369,105,-24.331,-120.,127.71,3705,0.10685
369,69,-26.429,-120.,126.87,3705,0.1071
